Name,Address,Description,Longitude,Latitude,TimeStamp,TimeSpan:begin,TimeSpan:end,GettyID
Dr. Malte Rosemeyer,Freiburg,Dr. Malte Rosemeyer,,,,2014-04-13,,
Dr. Sophie  Bertho,Freiburg,Dr. Sophie  Bertho,,,,2012-05-01,,
Julia Ilgner,Freiburg,Julia Ilgner,,,,2012-03-19,,
María Pliar Himmelsbach,Freiburg,María Pliar Himmelsbach,,,,2013-10-23,,
Prof. Dr. Joseph Jurt,Freiburg,Prof. Dr. Joseph Jurt,,,,2012-01-20,,
Mario Willersinn,Freiburg,Mario Willersinn,,,,2009-11-12,,
Dr. Betül Dilmac,Freiburg,Dr. Betül Dilmac,,,,2012-10-12,,
Luminita Trasca,Freiburg,Luminita Trasca,,,,2013-01-27,,
Prof. Dr. Isabelle Mordellet-Roggenbuck,Freiburg,Prof. Dr. Isabelle Mordellet-Roggenbuck,,,,2013-12-05,,
Vanessa Tölke,Freiburg,Vanessa Tölke,,,,2013-02-01,,
Dr. Oliver Ehmer,Freiburg,Dr. Oliver Ehmer,,,,2013-06-03,,
Thomas  Edeling,Freiburg,Thomas  Edeling,,,,2012-07-13,,
Antonie Rita  Wiedemann,Genova,Antonie Rita  Wiedemann,,,,2010-07-15,,
Prof. Dr. Rita  De Maeseneer,Ghent,Prof. Dr. Rita  De Maeseneer,,,,2014-03-07,,
Benjamin  Inal,Gießen,Benjamin  Inal,,,,2010-10-19,,
Dr. Doris Bachmann-Medick,Gießen,Dr. Doris Bachmann-Medick,,,,2010-02-18,,
Anna  Wörsdörfer,Gießen,Anna  Wörsdörfer,,,,2013-09-17,,
Dr. Christian Grünnagel,Gießen,Dr. Christian Grünnagel,,,,2010-12-07,,
Dr. Henriette  Partzsch,Glasgow,Dr. Henriette  Partzsch,,,,2011-09-05,,
Christina Riesenweber,Göttingen,Christina Riesenweber,,,,2011-09-08,,
Veronica Morgade,Göttingen,Veronica Morgade,,,,2010-07-18,,
Vânia  Morais,Göttingen,Vânia  Morais,,,,2011-06-23,,
Dr. Doris Pany,Göttingen,Dr. Doris Pany,,,,2011-11-14,,
Natalia Pérez de Herrasti,Göttingen,Natalia Pérez de Herrasti,,,,2012-03-11,,
Ines Hansen,Göttingen,Ines Hansen,,,,2013-02-26,,
Dr. Claudia  Nickel,Göttingen,Dr. Claudia  Nickel,,,,2012-06-15,,
Joaquim Peito,Göttingen,Joaquim Peito,,,,2013-02-14,,
"Dr. des. Karoline Henriette Heyder, geb. Meyer-Holz   ",Göttingen,"Dr. des. Karoline Henriette Heyder, geb. Meyer-Holz   ",,,,2011-05-25,,
Dr. Doris  Wieser,Göttingen,Dr. Doris  Wieser,,,,2010-07-14,,
PD Dr. Anja Overbeck,Göttingen,PD Dr. Anja Overbeck,,,,2010-07-26,,
Dr. Friederike von Criegern,Göttingen,Dr. Friederike von Criegern,,,,2011-02-26,,
Frank Savelsberg,Göttingen,Frank Savelsberg,,,,2011-03-16,,
Markus Breitbarth,Göttingen,Markus Breitbarth,,,,2013-02-18,,
PD Dr. Anja Overbeck,Göttingen,PD Dr. Anja Overbeck,,,,2013-09-04,,
 Ximena Ordónez ,Göttingen, Ximena Ordónez ,,,,2013-06-12,,
Minerva  Peinador Pérez,Graz,Minerva  Peinador Pérez,,,,2011-08-29,,
Michaela Fischer,Graz,Michaela Fischer,,,,2011-12-07,,
Dr. Adriana Vignazia,Graz,Dr. Adriana Vignazia,,,,2011-10-25,,
Isabel Azevedo,Graz,Isabel Azevedo,,,,2014-05-26,,
Prof. Dr. Klaus-Dieter Ertler,Graz,Prof. Dr. Klaus-Dieter Ertler,,,,2010-12-10,,
Dr. Kristina  Jungmann,Graz,Dr. Kristina  Jungmann,,,,2010-06-29,,
Dr. Fausto De Michele,Graz,Dr. Fausto De Michele,,,,2011-02-18,,
Dr. Simona Bartoli Kucher,Graz,Dr. Simona Bartoli Kucher,,,,2011-06-10,,
Elke Lackner,Graz,Elke Lackner,,,,2012-08-10,,
Prof. Dr. Martin Hummel,Graz,Prof. Dr. Martin Hummel,,,,2012-11-26,,
Dr. Rita Rieger,Graz,Dr. Rita Rieger,,,,2011-12-21,,
Andreea Csibi,Graz,Andreea Csibi,,,,2012-01-05,,
Dr. Verena Schwägerl-Melchior,Graz,Dr. Verena Schwägerl-Melchior,,,,2013-05-21,,
Dr. Luca Melchior,Graz,Dr. Luca Melchior,,,,2009-12-02,,
Dr. Albert Göschl,Graz,Dr. Albert Göschl,,,,2011-02-02,,
Dr. Andrea Berger,Graz,Dr. Andrea Berger,,,,2012-07-30,,
Dr. António  Dinis,Graz,Dr. António  Dinis,,,,2012-03-18,,
Dr. Jens Metz,Greifswald,Dr. Jens Metz,,,,2010-05-09,,
Stefanie Voigt,Groningen,Stefanie Voigt,,,,2012-09-18,,
Dr. Irma Susana Carbajal Vaca,Guadalajara,Dr. Irma Susana Carbajal Vaca,,,,2014-08-28,,
Dr. Aurélie Barjonet,Guyancourt,Dr. Aurélie Barjonet,,,,2010-09-19,,
Michèle Vallenthini,Halle,Michèle Vallenthini,,,,2012-06-25,,
Dr. Steve Pagel,Halle an der Saale,Dr. Steve Pagel,,,,2011-05-12,,
Apl. Prof. Christophe Losfeld,Halle an der Saale,Apl. Prof. Christophe Losfeld,,,,2011-02-04,,
Prof. Dr. Eva Leitzke-Ungerer,Halle an der Saale,Prof. Dr. Eva Leitzke-Ungerer,,,,2009-12-07,,
Dr. Liliana Gómez,Halle an der Saale,Dr. Liliana Gómez,,,,2011-01-05,,
Prof. Dr. Robert Fajen,Halle an der Saale,Prof. Dr. Robert Fajen,,,,2013-01-28,,
Dr. Kristin Reichel,Halle an der Saale,Dr. Kristin Reichel,,,,2012-06-26,,
Prof. Dr. Dorothee Röseberg,Halle an der Saale,Prof. Dr. Dorothee Röseberg,,,,2012-07-19,,
Prof. Dr. Dorothee Röseberg,Halle an der Saale,Prof. Dr. Dorothee Röseberg,,,,2013-02-05,,
Marie-Therese Mäder,Halle an der Saale,Marie-Therese Mäder,,,,2013-01-31,,
Prof. Dr. Thomas Bremer,Halle an der Saale,Prof. Dr. Thomas Bremer,,,,2012-12-10,,
Iván Allende,Hamburg,Iván Allende,,,,2013-04-10,,
Peter Peetz,Hamburg,Peter Peetz,,,,2010-04-07,,
Nadine Haas,Hamburg,Nadine Haas,,,,2009-12-02,,
Johannes Kambylis,Hamburg,Johannes Kambylis,,,,2013-03-15,,
Dr. Christian van Treeck,Hamburg,Dr. Christian van Treeck,,,,2010-10-23,,
Griseldis Hemekendreis,Hamburg,Griseldis Hemekendreis,,,,2011-02-02,,
Christian Beermann,Hamburg,Christian Beermann,,,,2011-08-19,,
Janina Vernal Schmidt,Hamburg,Janina Vernal Schmidt,,,,2009-12-20,,
Dr. Ebba Durstewitz,Hamburg,Dr. Ebba Durstewitz,,,,2011-09-13,,
Gabriele Montaldi-Seelhorst,Hamburg,Gabriele Montaldi-Seelhorst,,,,2010-03-20,,
Julia Borst,Hamburg,Julia Borst,,,,2011-08-31,,
Suzana Vasconcelos de Melo,Hamburg,Suzana Vasconcelos de Melo,,,,2011-08-25,,
Madalena Simões,Hamburg,Madalena Simões,,,,2012-01-21,,
Ida Danciu,Hamburg,Ida Danciu,,,,2010-05-16,,
Leda Marana Bim,Hamburg,Leda Marana Bim,,,,2012-02-13,,
Andrea Peskova,Hamburg,Andrea Peskova,,,,2011-07-11,,
Nadine  Mahnke,Hamburg,Nadine  Mahnke,,,,2010-11-02,,
Sonia Labiadh,Hamburg,Sonia Labiadh,,,,2010-10-25,,
Stephanie Neu,Hamburg,Stephanie Neu,,,,2009-12-03,,
Dr. Javier Navarro,Hamburg,Dr. Javier Navarro,,,,2013-09-08,,
Fabien Kunz-Vitali,Hamburg,Fabien Kunz-Vitali,,,,2014-05-15,,
Prof. Dr. Christoph Gabriel,Hamburg,Prof. Dr. Christoph Gabriel,,,,2010-10-01,,
Prof. Dr. Silke Segler-Meßner,Hamburg,Prof. Dr. Silke Segler-Meßner,,,,2013-04-15,,
Dr. Marc-Olivier Hinzelin,Hamburg,Dr. Marc-Olivier Hinzelin,,,,2009-10-29,,
Prof. Dr. Marcus Bär,Hamburg,Prof. Dr. Marcus Bär,,,,2010-05-08,,
Prof. Dr. Lidia  Becker,Hannover,Prof. Dr. Lidia  Becker,,,,2011-10-21,,
Martina Urioste-Buschmann,Hannover,Martina Urioste-Buschmann,,,,2012-08-15,,
Dr. Arlety Góngora,Havana,Dr. Arlety Góngora,,,,2010-12-30,,
Dr. Stephen Dörr,Heidelberg,Dr. Stephen Dörr,,,,2012-01-12,,
Dr. Stéfanie Witzigmann,Heidelberg,Dr. Stéfanie Witzigmann,,,,2011-12-17,,
Carolina Gutiérrez Rudas,Heidelberg,Carolina Gutiérrez Rudas,,,,2010-08-02,,
Dr. Giulia Pelillo,Heidelberg,Dr. Giulia Pelillo,,,,2011-06-06,,
Prof. Dr. Gerhard  Poppenberg,Heidelberg,Prof. Dr. Gerhard  Poppenberg,,,,2011-03-02,,
Anne Sommer,Heidelberg,Anne Sommer,,,,2010-01-28,,
Dr. Laurentius Pop,Heidelberg,Dr. Laurentius Pop,,,,2011-11-28,,
Prof. Dr. Kirsten  Mahlke,Heidelberg,Prof. Dr. Kirsten  Mahlke,,,,2010-05-29,,
Helmut Ullrich,Heidelberg,Helmut Ullrich,,,,2010-06-12,,
Prof. Dr. Oscar Loureda,Heidelberg,Prof. Dr. Oscar Loureda,,,,2010-05-31,,
Ruth Katharina Kopp,Heidelberg,Ruth Katharina Kopp,,,,2010-03-10,,
Dr. Anne Brüske,Heidelberg,Dr. Anne Brüske,,,,2010-04-09,,
Eva Maria Loos,Heidelberg,Eva Maria Loos,,,,2010-01-22,,
Dr. Daniela Pietrini,Heidelberg,Dr. Daniela Pietrini,,,,2012-02-09,,
Sylvia Rexing,Heidelberg,Sylvia Rexing,,,,2010-08-10,,
Sandra Rudman,Heidelberg,Sandra Rudman,,,,2014-06-27,,
Dr. Viktoria Adam,Heidelberg,Dr. Viktoria Adam,,,,2014-01-29,,
Cosima Stawenow,Heidelberg,Cosima Stawenow,,,,2011-12-01,,
Inés Recio Fernández,Heidelberg,Inés Recio Fernández,,,,2014-07-15,,
Denis Zh,Heidelberg,Denis Zh,,,,2013-11-02,,
Prof. Dr. Jens Lüdtke,Heidelberg,Prof. Dr. Jens Lüdtke,,,,2012-03-14,,
Prof. Dr. Margarita Borreguero,Heidelberg,Prof. Dr. Margarita Borreguero,,,,2013-04-01,,
Wiebke Beushausen,Heidelberg,Wiebke Beushausen,,,,2014-04-14,,
Karen Saban,Heidelberg,Karen Saban,,,,2013-09-05,,
Ana-Sofia Commichau,Heidelberg,Ana-Sofia Commichau,,,,2013-06-21,,
PD Dr. Caroline  Lüderssen,Heidelberg,PD Dr. Caroline  Lüderssen,,,,2014-04-07,,
PD Dr. Caroline Lüderssen,Heidelberg,PD Dr. Caroline Lüderssen,,,,2011-07-05,,
Dr. Laura Biella,Heidelberg,Dr. Laura Biella,,,,2014-03-31,,
Sandra  Villaverde Santos,Heilbronn,Sandra  Villaverde Santos,,,,2013-12-12,,
Prof. Dr. Annette Sabban,Hildesheim,Prof. Dr. Annette Sabban,,,,2012-11-16,,
PD Dr. Christiane Maaß,Hildesheim,PD Dr. Christiane Maaß,,,,2010-12-17,,
Spanische ArbeitsmigrantInnen in Niedersachsen,Hildesheim,Spanische ArbeitsmigrantInnen in Niedersachsen,,,,2011-05-24,,
Prof. Dr. Bettina Kluge,Hildesheim,Prof. Dr. Bettina Kluge,,,,2014-02-27,,
Prof. Dr. Andrei Corbea-Hoisie,Iași,Prof. Dr. Andrei Corbea-Hoisie,,,,2013-01-30,,
Prof. Dr. Magda Jeanrenaud,Iași,Prof. Dr. Magda Jeanrenaud,,,,2013-01-30,,
Prof. Dr. Ursula Mathis-Moser,Innsbruck,Prof. Dr. Ursula Mathis-Moser,,,,2010-01-22,,
PD Dr. Gerhild Fuchs,Innsbruck,PD Dr. Gerhild Fuchs,,,,2011-08-22,,
Dr. Julia Pröll,Innsbruck,Dr. Julia Pröll,,,,2011-09-14,,
Martina Albrich,Innsbruck,Martina Albrich,,,,2011-09-05,,
Prof. Dr. Eva Lavric,Innsbruck,Prof. Dr. Eva Lavric,,,,2010-02-13,,
Dr. Carmen Konzett,Innsbruck,Dr. Carmen Konzett,,,,2010-09-23,,
Dr. Daniel Winkler,Innsbruck,Dr. Daniel Winkler,,,,2009-10-30,,
Prof. Dr. Heidi Siller-Runggaldier,Innsbruck,Prof. Dr. Heidi Siller-Runggaldier,,,,2011-02-24,,
Dr. Angelo Pagliardini,Innsbruck,Dr. Angelo Pagliardini,,,,2010-01-15,,
Erica Autelli,Innsbruck,Erica Autelli,,,,2011-06-11,,
Dr. Christine Konecny,Innsbruck,Dr. Christine Konecny,,,,2010-08-04,,
Julia Pümpel,Innsbruck,Julia Pümpel,,,,2009-12-03,,
Prof. Dr. Birgit Mertz-Baumgartner,Innsbruck,Prof. Dr. Birgit Mertz-Baumgartner,,,,2012-05-20,,
Dr. Vera Tufano,Italy,Dr. Vera Tufano,,,,2011-01-29,,
Dr. Oriana Ferraguzzi,Italy,Dr. Oriana Ferraguzzi,,,,2014-06-08,,
Jan Casalicchio,Italy,Jan Casalicchio,,,,2013-06-11,,
Katrin Ziegler,Italy,Katrin Ziegler,,,,2010-11-30,,
Dr. Stefania Murru,Italy,Dr. Stefania Murru,,,,2011-10-01,,
Prof. Dr. Rainer Schlösser,Jena,Prof. Dr. Rainer Schlösser,,,,2012-04-17,,
Dr. Olaf Müller,Jena,Dr. Olaf Müller,,,,2009-10-29,,
Dr. Holger Wochele,Jena,Dr. Holger Wochele,,,,2011-02-23,,
Dr. Corinne M. Dölling,Jena,Dr. Corinne M. Dölling,,,,2013-11-25,,
CHAPTERS IN COLLECTIONS,Jerusalem,CHAPTERS IN COLLECTIONS,,,,2011-08-08,,
Sebastian Knoth,Kassel,Sebastian Knoth,,,,2010-12-22,,
Katherina Keller-Grein,Kassel,Katherina Keller-Grein,,,,2010-12-22,,
Daniela Szyska,Kassel,Daniela Szyska,,,,2010-08-04,,
Dr. Patrick Eser,Kassel,Dr. Patrick Eser,,,,2012-04-06,,
Prof. Dr. Franziska Sick,Kassel,Prof. Dr. Franziska Sick,,,,2010-01-08,,
Annika  Mayer,Kassel,Annika  Mayer,,,,2014-08-11,,
Julia Anslik,Kiel,Julia Anslik,,,,2010-07-17,,
Julia Engels,Kiel,Julia Engels,,,,2011-09-08,,
Prof. Dr. Elmar Eggert,Kiel,Prof. Dr. Elmar Eggert,,,,2010-12-20,,
Prof. Dr. Ulrich Hoinkes,Kiel,Prof. Dr. Ulrich Hoinkes,,,,2013-06-25,,
Dr. Francesca Bravi,Kiel,Dr. Francesca Bravi,,,,2012-01-27,,
Dr. Claudia Elisabeth Pichler,Klagenfurt,Dr. Claudia Elisabeth Pichler,,,,2010-12-14,,
Prof. Dr. Raymund Wilhelm,Klagenfurt,Prof. Dr. Raymund Wilhelm,,,,2011-10-15,,
Andrea Urban ,Klagenfurt,Andrea Urban ,,,,2012-06-26,,
Prof. Dr. Kirsten Dickhaut,Koblenz,Prof. Dr. Kirsten Dickhaut,,,,2010-01-20,,
PD Dr. Niklas Bender,Koblenz,PD Dr. Niklas Bender,,,,2011-11-21,,
Prof. Dr. Ursula Wienen,Köln,Prof. Dr. Ursula Wienen,,,,2010-12-13,,
Fabienne Loureiro,Köln,Fabienne Loureiro,,,,2013-07-14,,
Dr. Tobias Eisermann,Köln,Dr. Tobias Eisermann,,,,2012-12-26,,
Frank Reza Links,Köln,Frank Reza Links,,,,2009-12-06,,
Alexandre Martins,Köln,Alexandre Martins,,,,2010-09-16,,
Dr. Werner Imbach,Köln,Dr. Werner Imbach,,,,2011-06-11,,
Prof. Dr. Gesine Mueller,Köln,Prof. Dr. Gesine Mueller,,,,2012-01-16,,
Benjamin Loy,Köln,Benjamin Loy,,,,2013-06-17,,
Sarah Schwellenbach,Köln,Sarah Schwellenbach,,,,2014-04-06,,
Dr. Sascha Diwersy,Köln,Dr. Sascha Diwersy,,,,2013-11-29,,
Melanie Uth,Köln,Melanie Uth,,,,2014-01-14,,
Dr. Matthias Bürgel,Köln,Dr. Matthias Bürgel,,,,2010-08-09,,
Marcos Zampieri,Köln,Marcos Zampieri,,,,2014-01-23,,
Ursula Arning,Köln,Ursula Arning,,,,2009-12-04,,
Dr. Miriam Lay Brander,Konstanz,Dr. Miriam Lay Brander,,,,2011-07-30,,
Mariana Eva Perez,Konstanz,Mariana Eva Perez,,,,2014-05-28,,
Prof. Dr. Georg A.  Kaiser,Konstanz,Prof. Dr. Georg A.  Kaiser,,,,2013-09-24,,
Dr. Danielle  Dahan-Feucht,Konstanz,Dr. Danielle  Dahan-Feucht,,,,2013-12-06,,
Dr. Anja Kauß,Kraków,Dr. Anja Kauß,,,,2010-01-07,,
Dr. Heidrun Witte,Las Palmas de Gran Canaria,Dr. Heidrun Witte,,,,2010-01-12,,
Noémie Chardonnens,Lausanne,Noémie Chardonnens,,,,2012-06-13,,
Dr. Gabriela Cordone,Lausanne,Dr. Gabriela Cordone,,,,2013-12-29,,
Sara Bernechea,Lausanne,Sara Bernechea,,,,2014-07-19,,
Dr. Luigia Garrapa,Lecce,Dr. Luigia Garrapa,,,,2011-11-24,,
PD Dr. Thomas Höpel,Leipzig,PD Dr. Thomas Höpel,,,,2011-01-09,,
Julia Burkhardt,Leipzig,Julia Burkhardt,,,,2012-06-25,,
Dr. Médéric Vildebrand,Leipzig,Dr. Médéric Vildebrand,,,,2010-02-23,,
Dr. Tanja Schwan,Leipzig,Dr. Tanja Schwan,,,,2014-05-14,,
Neuere Publikationen:,Leipzig,Neuere Publikationen:,,,,2010-12-30,,
Prof. Dr. Elisabeth Burr,Leipzig,Prof. Dr. Elisabeth Burr,,,,2010-01-17,,
Prof. Dr. Alfonso de Toro,Leipzig,Prof. Dr. Alfonso de Toro,,,,2013-12-10,,
Dr. Juliane Tauchnitz,Leipzig,Dr. Juliane Tauchnitz,,,,2014-02-11,,
Katharina Funke,Leipzig,Katharina Funke,,,,2012-05-29,,
Dr. Matthias Irmer,Leipzig,Dr. Matthias Irmer,,,,2012-04-21,,
Kristin Mlynek-Theil,Leipzig,Kristin Mlynek-Theil,,,,2014-04-24,,
Prof. Dr. Carsten Sinner,Leipzig,Prof. Dr. Carsten Sinner,,,,2011-12-16,,
Dr. Helmut Melzer,Leipzig,Dr. Helmut Melzer,,,,2012-11-10,,
Dr. Fernando Ramos Arenas,Leipzig,Dr. Fernando Ramos Arenas,,,,2011-09-27,,
Dr. Reindert Dhondt,Leuven,Dr. Reindert Dhondt,,,,2011-11-24,,
Dr. Álvaro Ceballos Viro,Liège,Dr. Álvaro Ceballos Viro,,,,2010-03-03,,
Prof. Dr. Yazmín López Lenci,Lima,Prof. Dr. Yazmín López Lenci,,,,2009-12-02,,
Prof. Dr. Till R. Kuhnle,Limoges,Prof. Dr. Till R. Kuhnle,,,,2011-01-15,,
PD Dr. Ana Monica Fonseca,Lisboa,PD Dr. Ana Monica Fonseca,,,,2012-01-30,,
Dr. Simone Ventura,London,Dr. Simone Ventura,,,,2014-03-18,,
Miriam Marlo,Luxemburg,Miriam Marlo,,,,2011-09-08,,
Prof. Dr. Gudrun Ziegler,Luxemburg,Prof. Dr. Gudrun Ziegler,,,,2009-12-19,,
Rahel Stoike,Luxemburg,Rahel Stoike,,,,2012-04-14,,
Dr. Laura De Simone,Madrid,Dr. Laura De Simone,,,,2011-03-14,,
Prof. Dr. Sylvia  Thiele,Mainz,Prof. Dr. Sylvia  Thiele,,,,2014-05-15,,
Dr. Irene M. Weiss,Mainz,Dr. Irene M. Weiss,,,,2014-03-20,,
Dr. Caroline Mannweiler,Mainz,Dr. Caroline Mannweiler,,,,2012-08-03,,
Dr. José Carlos  Huisa Téllez,Mainz,Dr. José Carlos  Huisa Téllez,,,,2014-03-16,,
Prof. Dr. Benjamin Lucas Meisnitzer,Mainz,Prof. Dr. Benjamin Lucas Meisnitzer,,,,2014-06-21,,
Prof. Dr. Dietrich Scholler,Mainz,Prof. Dr. Dietrich Scholler,,,,2010-04-21,,
Alessandra  Matrone,Mainz,Alessandra  Matrone,,,,2011-10-05,,
Prof. Dr. Véronique Porra,Mainz,Prof. Dr. Véronique Porra,,,,2011-03-22,,
Tobias Röhl,Mainz,Tobias Röhl,,,,2011-03-10,,
Dr. Marcel Vejmelka,Mainz,Dr. Marcel Vejmelka,,,,2009-12-12,,
Prof. Dr. Martina  Schrader-Kniffki,Mainz,Prof. Dr. Martina  Schrader-Kniffki,,,,2010-04-23,,
Frédéric Nicolosi,Mainz,Frédéric Nicolosi,,,,2012-03-29,,
Dr. Robert Lukenda,Mainz,Dr. Robert Lukenda,,,,2012-05-04,,
Prof. Dr. Barbara Wehr,Mainz,Prof. Dr. Barbara Wehr,,,,2012-04-04,,
Dr. Timo  Obergöker,Mainz,Dr. Timo  Obergöker,,,,2012-04-21,,
Prof. Dr. Johannes Angermüller,Mainz,Prof. Dr. Johannes Angermüller,,,,2009-12-07,,
Vanessa Schlüter,Mainz,Vanessa Schlüter,,,,2012-01-30,,
PD Dr. Kristin Reinke,Mainz,PD Dr. Kristin Reinke,,,,2009-10-29,,
Lisa Zeller,Mainz,Lisa Zeller,,,,2011-04-21,,
Marina-Rafaela Buch,Mainz,Marina-Rafaela Buch,,,,2013-11-18,,
Jasmin Marjam Rezai Dubiel,Mainz,Jasmin Marjam Rezai Dubiel,,,,2011-06-14,,
Prof. Dr. Klaus  Ley,Mainz,Prof. Dr. Klaus  Ley,,,,2013-10-13,,
Lisa Zeller,Mainz,Lisa Zeller,,,,2014-01-27,,
Prof. Dr. Eberhard Geisler,Mainz,Prof. Dr. Eberhard Geisler,,,,2013-09-19,,
Isabell Lammel,Mainz,Isabell Lammel,,,,2013-02-12,,
Dr. María-José Varela Salinas,Málaga,Dr. María-José Varela Salinas,,,,2010-02-13,,
Dr. Daron Burrows,Manchester,Dr. Daron Burrows,,,,2013-02-26,,
Julia Wittemann,Mannheim,Julia Wittemann,,,,2010-11-04,,
Prof. Dr. Claudia Gronemann,Mannheim,Prof. Dr. Claudia Gronemann,,,,2013-02-24,,
Dr. Artemis Tsoupas,Mannheim,Dr. Artemis Tsoupas,,,,2012-07-13,,
Dr. Verena Thaler,Mannheim,Dr. Verena Thaler,,,,2013-02-23,,
Valentin Willaredt,Mannheim,Valentin Willaredt,,,,2012-11-19,,
Birgit Olk,Mannheim,Birgit Olk,,,,2010-05-25,,
PD Dr. Gabriele Birken-Silverman,Mannheim,PD Dr. Gabriele Birken-Silverman,,,,2010-02-05,,
PD Dr. Jutta Weiser,Mannheim,PD Dr. Jutta Weiser,,,,2010-11-06,,
Prof. Dr. Cornelia Ruhe,Mannheim,Prof. Dr. Cornelia Ruhe,,,,2009-12-02,,
Michael Gebhard,Mannheim,Michael Gebhard,,,,2010-02-28,,
Dr. Amina  Kropp,Mannheim,Dr. Amina  Kropp,,,,2014-07-13,,
Prof. Dr. Elton Prifti  2009-12-02,Mannheim,Prof. Dr. Elton Prifti  2009-12-02,,,,,,
Dr. Claude Paul,Mannheim,Dr. Claude Paul,,,,2011-10-28,,
 Daniela Kopf,Mannheim, Daniela Kopf,,,,2014-03-28,,
Raphaela Braun,Marburg,Raphaela Braun,,,,2011-08-26,,
Rahel Perschke,Marburg,Rahel Perschke,,,,2013-03-09,,
Daniela Bister,Marburg,Daniela Bister,,,,2014-05-24,,
Carlos Collado Seidel,Marburg,Carlos Collado Seidel,,,,2014-04-09,,
Prof. Dr. Véronique Duché,Melbourne,Prof. Dr. Véronique Duché,,,,2012-05-05,,
Prof. Dr. Ulrich Pfeil ,Metz,Prof. Dr. Ulrich Pfeil ,,,,2010-04-29,,
Prof. Dr. Helene Blondeau,Miami,Prof. Dr. Helene Blondeau,,,,2013-12-01,,
 Prof. Dr. Steven  Dworkin ,Michigan, Prof. Dr. Steven  Dworkin ,,,,2011-08-08,,
Antje Ziethen,Montréal,Antje Ziethen,,,,2013-04-18,,
Manuel Mühlbacher,München,Manuel Mühlbacher,,,,2014-07-16,,
PD Dr. Aurelia Merlan,München,PD Dr. Aurelia Merlan,,,,2010-07-06,,
Dr. Marlene Prischich,München,Dr. Marlene Prischich,,,,2010-01-16,,
Daniela Herglotz,München,Daniela Herglotz,,,,2012-07-07,,
Dr. Elissa Pustka,München,Dr. Elissa Pustka,,,,2011-06-17,,
Dr. Angela Oster,München,Dr. Angela Oster,,,,2010-03-13,,
Myriam Fagnon-Ruehlmann,München,Myriam Fagnon-Ruehlmann,,,,2014-03-01,,
Carolina  Spiegel,München,Carolina  Spiegel,,,,2013-07-26,,
Prof. Dr. Álvaro S. Octavio de Toledo y Huerta,München,Prof. Dr. Álvaro S. Octavio de Toledo y Huerta,,,,2014-04-20,,
Katharina Franko,München,Katharina Franko,,,,2014-05-26,,
Neele Meyer,München,Neele Meyer,,,,2014-03-11,,
Ornella Fendt,München,Ornella Fendt,,,,2014-07-05,,
Dr. Dagmar Stöferle,München,Dr. Dagmar Stöferle,,,,2010-11-11,,
Mona Neumeier,München,Mona Neumeier,,,,2014-05-08,,
Valerie Kiendl,München,Valerie Kiendl,,,,2013-07-26,,
Stefan Sassenberg,München,Stefan Sassenberg,,,,2013-08-12,,
Dr. Thomas Stöber,München,Dr. Thomas Stöber,,,,2009-10-29,,
PD Dr. Lars Schneider,München,PD Dr. Lars Schneider,,,,2009-10-28,,
Alexander Kagerer,München,Alexander Kagerer,,,,2014-06-30,,
Prof. Dr. Andreas Dufter,München,Prof. Dr. Andreas Dufter,,,,2010-05-15,,
David Klein,München,David Klein,,,,2011-02-02,,
Dr. Verena Schmöller,München,Dr. Verena Schmöller,,,,2009-12-08,,
Prof. Dr. Volker Noll,Münster,Prof. Dr. Volker Noll,,,,2010-11-19,,
Dr. Ursula Trappe,Münster,Dr. Ursula Trappe,,,,2011-08-16,,
Universität Münster: Sekretariat der Spanischen Abteilung,Münster,Universität Münster: Sekretariat der Spanischen Abteilung,,,,2014-05-28,,
Stefanie Bollmann,Münster,Stefanie Bollmann,,,,2011-06-27,,
Dr. Martin Baxmeyer,Münster,Dr. Martin Baxmeyer,,,,2012-09-17,,
PD Dr. Karin Becker,Münster,PD Dr. Karin Becker,,,,2011-12-07,,
Prof. Dr. Thomas Johnen,Münster,Prof. Dr. Thomas Johnen,,,,2009-12-03,,
Anna Sennefelder,Spiekeroog,Anna Sennefelder,,,,2014-05-14,,
Nicola Biskup-Breitenfeld,Spiekeroog,Nicola Biskup-Breitenfeld,,,,2014-07-01,,
Tjark Hecker,Spiekeroog,Tjark Hecker,,,,2012-04-04,,
Louise Dietrich,Spiekeroog,Louise Dietrich,,,,2010-05-17,,
Isabelle Kross,Spiekeroog,Isabelle Kross,,,,2010-02-10,,
Steffen Heidinger,Spiekeroog,Steffen Heidinger,,,,2014-04-25,,
Laura-Maria Thole,Spiekeroog,Laura-Maria Thole,,,,2014-05-16,,
Dr. Elena Castroviejo,Spiekeroog,Dr. Elena Castroviejo,,,,2014-04-03,,
Dr. Sofia  Stratilaki,Spiekeroog,Dr. Sofia  Stratilaki,,,,2012-10-21,,
Katrin Berty,Spiekeroog,Katrin Berty,,,,2014-07-23,,
Osvaldo Calle Quiñonez,Spiekeroog,Osvaldo Calle Quiñonez,,,,2014-06-22,,
Fabian Lehmann,Spiekeroog,Fabian Lehmann,,,,2014-07-07,,
Prof. Dr. Meike Meliss,Spiekeroog,Prof. Dr. Meike Meliss,,,,2014-05-10,,
Ousmane Somah,Spiekeroog,Ousmane Somah,,,,2014-05-01,,
Dr. Karl-Heinz Röntgen,Spiekeroog,Dr. Karl-Heinz Röntgen,,,,2014-03-17,,
