id;datum;kategorie;bereich;sprachen;disziplinen;titel
rom2816;03.11.2011;kaWI;beSTU;spPT;dzSP dzDK;QuestionÃ¡rio Imagens do (ensino) PortuguÃªs no Estrangeiro
rom1606;03.11.2011;kaST;beWS;spWR;dzSW;Forscher mit befristetem Arbeitsvertrag im Bereich Filologia e Linguistica Romanza
rom0686;03.11.2012;kaTA;beTA;spÜG;dzSW;CfP: 46th Annual Meeting of the Societas Linguistica Europaea (SLE 2013)
rom1721;03.12.2008;kaTA;beTA;spÜG;dzMK;Graduiertenschule „Europäische Kulturen“: Theorie des Kulturellen Gedächtnisses Freiburg
rom2822;03.12.2009;kaWI;beBIB;spÜG;dzLW dzMK;Referendar/in für die Laufbahn des höheren Bibliotheksdienst: Wissenschaftsgeschichte Schwerpunkt Naturwissenschaft des 18. Jhd.
rom2823;03.12.2009;kaWI;beBIB;spÜG;dzLW dzSW dzMK;Referendar/in für die Laufbahn des höheren Bibliotheksdienstes
rom0411;03.12.2009;kaWI;beAM;spÜG;dzLW dzSW dzMK dzDK;Ars legendi-Preis für exzellente Hochschullehre (Stifterverband für die Deutsche Wissenschaft - Hochschulrektorenkonferenz)
rom1399;03.12.2009;kaWI;beSTU;spÜG;dzLW dzSW dzMK dzSP dzDK dzWT;Deutsches Studentenwerk e.V.: 4. Studentenwerkspreis für besonderes soziales Engagement 2009 / 2010
rom0552;03.12.2010;kaTA;beTA;spFR spÜG;dzSW;CfP: Bild Konstruktion Fach: Aspekte der Fixiertheit in natürlichen Sprachen
rom1945;03.12.2010;kaTA;beTA;spFR spÜG;dzSW;CfP: Kontrastive Phraseologie deutsch-französisch
rom1583;03.12.2011;kaTA;beTA;spES;dzLW;CfP: Coloquio Internacional Ficciones animales / animales de ficción en la literatura española e hispanoamericana
rom2893;03.12.2011;kaTA;beTA;spFR;dzLW;CfP: Segundo Coloquio Internacional «Nuevas Narrativas Mexicanas: Desde la diversidad»
rom3472;03.12.2012;kaST;beWS;spES;dzLW dzMK;Wiss. Mitarbeiter / Wiss. Mitarbeiterin (Praedoc Spanisch 65%)
rom2216;03.12.2012;kaST;beWS;spIT spES;dzMK dzWT;Lehrkraft für besondere Aufgaben Romanische Landeswissenschaft (75%)
rom0417;04.01.2011;kaWI;beAM;spFR;dzLW;Artikelausschreibung: Fixxion n°2: « Trouver à qui parler » / « Listen to me »
rom0520;04.01.2012;kaWI;beAM;spES;dzMK;Ausstellung: Spanien vom Auswanderungsland zum Einwanderungsland
rom3774;04.01.2012;kaST;beSTI;spIT;dzMK;Zwei DoktorandInnenstipendien „Geschichte für alle in europäischen Zeitschriften des 19. Jahrhunderts“ (Fristverlängerung)
rom0957;04.01.2013;kaTA;beTA;spFR;dzLW dzMK;CfP: Le Franco-Allemand oder die Frage nach den Herausforderungen transnationaler Vernetzung - Le Franco-Allemand ou les enjeux des réseaux transnationaux
rom0261;04.02.2008;kaTA;beTA;spFR spES spÜG;dzLW dzSW dzMK;6e Congrès International du GRIMH: IMAGE et MANIPULATION
rom2014;04.02.2009;kaST;beNW;spES;dzSP;Lecturer im Bereich der Sprachvermittlung Spanisch
rom2118;04.02.2010;kaST;beNW;spFR spES;dzDK;Lehrkraft für bes. Aufgaben Didaktik der romanischen Sprachen (Frz. ggf. Span. 50%)
rom3508;04.02.2011;kaST;beWS;spFR spIT spES;dzDK;Wiss. Mitarbeiter/in mit fast ausschließlicher Lehrtätigkeit für Didaktik der romanischen Sprachen (E13 TV-G-U halbtags)
rom1795;04.02.2011;kaTA;beTP;spÜG;dzLW dzSW dzMK;Int. Tagung: „Kunst Erkenntnis Wissenschaft. Formen des Wissens von der Antike bis heute“
rom1439;04.02.2011;kaST;beWS;spÜG;dzMK;Direktor/in/ des Sprachenzentrums 
rom3509;04.02.2011;kaST;beWS;spES;dzSP;Wiss. Mitarbeiter/in mit fast ausschließlicher Lehrtätigkeit im Bereich der Fremdsprachenausbildung Spanisch  (EG 13 TV-G-U halbtags)
rom1786;04.02.2011;kaTA;beTP;spPT spES;dzSW dzMK;Int. Conference: Iberian Modalities
rom1701;04.02.2012;kaTA;beTP;spÜG;dzLW;Geschlecht als Kategorie in der Literaturgeschichtsschreibung der romanischen Literaturen / Gender comme catégorie de l'historiographie littéraire dans les littératures romanes
rom2265;04.02.2012;kaST;beWS;spFR spES;dzSP;Lehrkraft für besondere Aufgaben (w/m) französische und spanische Sprachpraxis
rom2199;04.02.2013;kaST;beNW;spIT;dzSP dzDK dzWT;Lehrkraft für besondere Aufgaben Italienisch (Vertretung) 25%
rom3781;04.02.2013;kaST;beWS;spIT spWR;dzSW;Zwei Verträge für Forschungsassistenten im Projekt Vocabolar dl ladin leterar
rom1993;04.02.2014;kaTA;beTA;spFR;dzSW dzMK;L'approche formulaire des discours spécialisés
rom1210;04.03.2009;kaTA;beTA;spFR spIT spÜG;dzLW dzMK;CfP: Träger der Renaissance / Agents of the Renaissance
rom2222;04.03.2009;kaST;beWS;spFR spES;dzSW;Lehrkraft für besondere Aufgaben (Romanische Sprachwissenschaft Französisch und Spanisch)
rom1345;04.03.2011;kaWI;beAM;spPT spES;dzLW dzSW dzMK;DAAD-Ausschreibung Projektbezogener Personenaustausch (PPP) Portugal u. Spanien 2012/2013
rom2843;04.04.2011;kaWI;beAM;spIT;dzLW dzSW dzMK;Ringvorlesung 1861-2011: 150 Jahre Einigung Italiens
rom2211;04.04.2012;kaST;beWS;spÜG;dzLW dzMK;Lehrkraft für besondere Aufgaben: Literaturwissenschaft: berufsbezogen
rom0557;04.04.2012;kaST;beSTI;spÜG;dzLW dzMK;Bis zu 12 Promotionsstellen und eine Post-Doc Stelle: Faktuales und fiktionales Erzählen - Differenzen Interferenzen und Kongruenzen in narratologischer Perspektive
rom2227;04.04.2012;kaST;beWS;spES;dzMK dzSP;Lehrkraft für besondere Aufgaben / Spanisch
rom3572;04.04.2012;kaST;beWS;spFR;dzSW;Wissenschaftliche/-n Mitarbeiter/-in (halbtags): französischen Sprachwissenschaft
rom1888;04.04.2012;kaST;bePR;spÜG;dzSW;Juniorprofessor/in (W 1): Phonetik/Phonologie 
rom1734;04.04.2012;kaTA;beTA;spFR spIT spPT spES spÜG;dzSW dzWT;Health & Language / Gesundheit & Sprache (VERBAL-Workshop ÖLT)
rom3255;04.04.2013;kaTA;beTP;spFR;dzLW dzSW;VI. Forschungstag Frankreich und Frankophonie
rom2500;04.04.2013;kaST;beSTI;spÜG;dzLW dzSW dzMK dzDK;: Nachwuchsinitiative: 10 Stipendien für den Übergang in die Postdoc-Phase
rom3225;04.05.2008;kaTA;beTA;spES spWR;dzLW dzMK;V Simposi Internacional de Literatura Autobiogràfica: Diaris i dietaris
rom3731;04.05.2009;kaWI;beAM;spPT spES;dzLW dzMK;Zs.: Iberoamericana IX (2009) Nr. 33 März 2009 Dossier: Migrantes de origen alemán en Argentina
rom2166;04.05.2009;kaST;beWS;spFR;dzSP;Lehrkraft für besondere Aufgaben Französische Sprachpraxis
rom1527;04.05.2010;kaWI;beAM;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK dzSP dzDK dzWT;Ergebnisse des neuesten CHE-Rankings veröffentlicht
rom3698;04.05.2011;kaTA;beTP;spÜG;dzLW dzSW dzMK dzWT;« WORT MACHT STAMM » - Rassismus und Determinismus in der Philologie des 19. Jahrhunderts
rom1090;04.05.2011;kaTA;beTA;spES spWR;dzSW;CfP: Second Workshop “Experimental Phonetics and Sound Change (with special reference to the Romance languages)
rom2578;04.05.2012;kaWI;beAM;spES;dzLW dzMK;Pasavento. Revista de Estudios Hispánicos
rom2876;04.05.2012;kaTA;beSV;spIT;dzLW dzMK;Ruth Tesmar: Dante - Ein Vermächtnis
rom0761;04.05.2012;kaTA;beTA;spPT spES;dzLW dzMK;CfP:  Congreso Internacional Literatura memoria e imaginación de Latinoamérica y el Caribe
rom0947;04.05.2012;kaTA;beTA;spÜG;dzLW dzSW dzMK;CfP: Languagetalks 2012: Alles Mögliche. Sprechen Denken und Schreiben des (Un)Möglichen
rom0550;04.05.2012;kaST;beWS;spPT spES spÜG;dzWT;Bibliotheksreferendar/in am Ibero-Amerikanischen Institut
rom2257;04.06.2009;kaST;beWS;spFR spES spÜG;dzSW;Lehrkraft für besondere Aufgaben: Übersetzungswissenschaft und Fachkommunikation
rom0965;04.06.2010;kaTA;beTA;spFR spWR spÜG;dzLW dzSW dzMK dzWT;CfP: « L’effet-liste » Enjeux et fonctionnements de l’accumulation verbale en littérature
rom2373;04.06.2011;kaTA;beTP;spFR;dzLW;L’Histoire des avant-gardes par les avant-gardes même
rom0773;04.06.2011;kaTA;beTA;spFR spÜG;dzMK dzWT;CfP: Culture et contre-culture. geneses pratiques conceptualisations
rom0910;04.06.2012;kaTA;beTA;spIT spÜG;dzLW dzMK;CfP: Italian and German Literature compared (1945-1970): Literary Fields Polysystems Translations
rom1805;04.06.2012;kaWI;beSTU;spÜG;dzLW dzSW;Interdisziplinäres Studienkolleg: Sprache und Kognition
rom0565;04.06.2013;kaTA;beTP;spFR;dzLW;Blaise Cendrars et le monde germanique. Journées d'études Blaise Cendrars
rom3134;04.06.2013;kaWI;beAM;spFR spÜG;dzLW dzMK dzWT;Trivium - Revue franco-allemande de sciences humaines et sociales - Deutsch-französische Zeitschrift für Geistes- und Sozialwissenschaften
rom0374;04.06.2013;kaTA;beTP;spES;dzMK;Almacenes de un tiempo en fuga: Revistas culturales en la modernidad hispánica
rom1490;04.06.2013;kaST;beWS;spES;dzSP;Dozent/in für Spanisch
rom0624;04.06.2013;kaTA;beTA;spES spÜG;dzSW;CfA: Fraseología jurídica contrastiva español-alemán
rom3730;04.07.2008;kaWI;beAM;spPT spES;dzLW dzMK;Zs.: Iberoamericana. América latina - España - Portugal VIII (2008) 30
rom3750;04.07.2008;kaWI;beAM;spPT spES;dzSW;Zs.: Revista Internacional de Lingüística Iberoamericana (RILI). Volumen VI (2008) No. 11.
rom0539;04.07.2009;kaWI;beSTU;spÜG;dzLW;Bewerbung zum Masterstudiengang Literaturwissenschaft in Bielefeld
rom1658;04.07.2010;kaST;beNW;spFR spÜG;dzSP dzWT;French Language Tutor (Part-time 2 Posts) University of York - Department of Language and Linguistic Science
rom0434;04.07.2011;kaST;beWS;spÜG;dzLW dzMK;Assistant/Associate professor in the field of Film Studies and/or Theatre Studies
rom2698;04.07.2011;kaST;beWS;spÜG;dzLW dzMK;Professorship in Comparative Media and Literary Studies (f/m) (Assistant or Associate Professor)
rom0073;04.07.2011;kaST;beSTI;spÜG;dzLW dzMK;12 Promotionsstipendien (Formen des Nichtverstehens - Negative Hermeneutiken des Erkennens und Erfahrung und Umgang mit Endlichkeiten)
rom0267;04.07.2011;kaST;beSTI;spÜG;dzLW dzSW dzMK dzDK;7 Promotionsstipendien: Interdisziplinäres Graduiertenkolleg Gender und Bildung
rom2895;04.07.2011;kaTA;beTA;spFR;dzLW dzSW dzMK dzSP dzDK;Sektionsausschreibung zum 8. Kongress des Frankoromanistenverbandes 19.09. - 22.09.2012 in Leipzig – „[R]evolution der Medien“
rom3599;04.07.2011;kaST;beWS;spIT;dzSW;Wissenschaftliche/r Mitarbeiter/in 50% (italienische Sprachwissenschaft)
rom0966;04.07.2011;kaTA;beTA;spFR spIT spPT spES spWR;dzSW dzWT;CfP: Lengua y espacio: Nuevos enfoques 
rom1152;04.07.2012;kaTA;beTA;spES;dzLW dzMK;CfP: Sektion Zwischen Wissen und Erfahrung: Neue Formen des Dokumentarischen in Spanien und Lateinamerika Hispanistentag 2013
rom1324;04.07.2012;kaTA;beTP;spÜG;dzLW dzMK;Comics &amp Politik
rom2434;04.07.2012;kaWI;beSTU;spFR spIT spES spÜG;dzLW dzSW dzMK dzWT;Masterstudiengang Mittelalter und Frühe Neuzeit 
rom2138;04.07.2012;kaST;beWS;spPT;dzSP;Lehrkraft für besondere Aufgaben brasilianisches Portugiesisch
rom3330;04.07.2013;kaST;bePR;spÜG;dzLW dzMK;W1-Juniorprofessur für Buchwissenschaft
rom0694;04.07.2013;kaTA;beTA;spÜG;dzSW;CfP: 8. Tage der Schweizer Linguistik: Dynamik der Variation
rom1185;04.07.2013;kaTA;beTA;spÜG;dzSW;CfP: Tagung der Vereinigung Angewandte Linguistik Schweiz (Vals-Asla)
rom1411;04.07.2013;kaTA;beTA;spÜG;dzSW;DGfS 2014 AG: Grammatical categories in macro- and microcomparative linguistics
rom2995;04.08.2011;kaST;beSTI;spÜG;dzLW;Stipendien (Deutsches Literaturarchiv Marbach)
rom3640;04.08.2011;kaST;beWS;spÜG;dzLW dzMK;Wissenschaftliche/r Mitarbeiter/in in den Kultur- und Literaturwissenschaften: Verfahren der Kulturanalyse
rom0427;04.08.2011;kaST;bePR;spFR;dzMK;Assistant Professor: French Revolution
rom3565;04.08.2011;kaST;beWS;spÜG;dzMK;Wissenschaftliche/ Mitarbeiter/in: kulturwissenschaftliche Schulbuch- und Bildungsmedienforschung (ethnisch-religiöse Grenzziehungen und Herausforderungen der Globalisierung)
rom2949;04.08.2011;kaST;beNW;spES;dzSP;Spanish Language Instructor
rom0455;04.08.2011;kaST;beNW;spFR;dzSP;Associate Teaching Fellow in French
rom0456;04.08.2011;kaST;beNW;spFR;dzSP;Associate Teaching Fellow in Spanish
rom2016;04.08.2011;kaST;beNW;spFR;dzSP;Lecturer in French
rom2034;04.08.2011;kaST;beNW;spFR;dzSP;Lecturer in French Studies
rom2068;04.08.2011;kaST;beWS;spFR spES;dzSW;Lecturer in Translation Studies: English-French / English-Spanish
rom1200;04.10.2009;kaTA;beTA;spIT;dzLW dzSW dzMK;CfP: The Mediterranean in Italian Culture
rom3159;04.10.2010;kaST;beWS;spFR spIT spPT spES;dzLW;Universitätsassistent/in Literaturwissenschaft (20 Std./Woche)
rom3046;04.10.2010;kaTA;beTP;spÜG;dzSW dzMK;Tage der Sprachen im Ruhrgebiet
rom2524;04.10.2010;kaWI;beSTU;spPT spWR;dzSW dzMK dzSP;Neuer Master-Studiengang Crioulística e Língua Caboverdiana
rom2000;04.10.2012;kaWI;beAM;spFR;dzLW;Le Printemps des Poètes en danger !
rom2643;04.10.2012;kaST;beWS;spÜG;dzLW;Postdoktorandenstelle: The Principle of Disruption (u.a. Literaturwissenschaft)
rom1477;04.10.2012;kaST;beWS;spÜG;dzLW dzMK;Doktorandenstellen: „The Principle of Disruption (u.a. Kulturwissenschaft)
rom0409;04.10.2012;kaWI;beAM;spFR spIT spPT spES;dzLW dzSW dzMK dzDK;Ars legendi-Preis für exzellente Hochschullehre
rom1289;04.10.2012;kaTA;beTP;spÜG;dzMK;Chancen und Herausforderungen der Interkulturellen Kommunikation: interdisziplinäre Perspektiven
rom1358;04.10.2012;kaST;beNW;spFR spIT spPT spES;dzSW;DAAD-Lektorinnen/Lektoren im Ausland
rom3439;04.10.2012;kaST;bePR;spFR spIT spPT spES spÜG;dzSW;W3-Professur: Theoretische Computerlinguistik
rom0129;04.10.2013;kaST;beWS;spÜG;dzLW dzMK;2 Postdoktorandenstellen am GRK „Materialität und Produktion“
rom2375;04.10.2013;kaTA;beTA;spÜG;dzSW;CfP: LIMES X 2014
rom1316;04.11.2010;kaTA;beTP;spES;dzLW dzMK;Colonia Independencia y Revolución en la literatura y las artes visuales. Imágenes de otro México
rom0042;04.11.2010;kaST;beWS;spÜG;dzLW dzSW dzMK dzDK;10 Postdoktoranden/innen (Geistes- und Sozialwissenschaften)
rom3178;04.11.2010;kaST;beWS;spFR spES;dzSP dzDK;Universitätslektor/in für die Didaktik der romanischen Sprachen Schwerpunkt Französisch (100%)
rom1894;04.11.2010;kaST;bePR;spES;dzSW;Juniorprofessur für Romanische Philologie (W 1): Schwerpunkt Linguistik
rom0148;04.11.2010;kaST;beWS;spÜG;dzSW;2 Stellen für wissenschaftliche Mitarbeiter/innen (Doktoranden): Theoretische Textlinguistik
rom1104;04.11.2011;kaTA;beTA;spFR;dzLW dzMK;CfP: Sektion 2: 'Précarité'. Textes et images de la crise dans la culture française contemporaine Frankoromanistentag 2012
rom1748;04.11.2011;kaTA;beTP;spFR;dzLW dzMK dzWT;Historicité de la littérature contemporaine
rom2200;04.11.2011;kaST;beNW;spIT;dzSP;Lehrkraft für besondere Aufgaben Italienisch (Vertretung)
rom1038;04.11.2011;kaTA;beTA;spFR spÜG;dzSW dzMK;CfP: Panel Usages linguistiques et langage des (nouveaux) médias
rom2482;04.11.2011;kaWI;beAM;spFR spÜG;dzSW dzWT;Nachruf auf Prof. Dr. Ulrich Ricken (1926 bis 2011)
rom0780;04.11.2013;kaTA;beTA;spFR;dzLW dzMK;CfP: Der arabische Frühling aus frankophoner Perspektive. Literarische Interventionen als transkultureller Diskurs?
rom3642;04.11.2013;kaST;beWS;spFR spIT;dzLW dzMK;Wissenschaftliche/r Mitarbeiter/in in Teilzeit (205 Std./Woche) für drei Jahre
rom3283;04.11.2013;kaTA;beTP;spFR spÜG;dzLW dzMK;Visualisierung Visibilisierung und Verschriftlichung. Schrift-Bilder und Bild-Schriften im Frankreich des 19. Jahrhunderts
rom2923;04.11.2013;kaTA;beSV;spIT;dzLW dzMK;Settimana della lingua italiana nel mondo 2013 - Erlangen
rom1127;04.11.2013;kaTA;beTA;spWR;dzLW dzMK;CfP: Sektion: Herausbildung Ordnung und Überlieferung von Wissen in Mittelalter und Renaissance / Secció: Formació organització i transmissió del saber a l'Edat mitjana i al Renaixement 24. Katalanistentag – 24è Coŀloqui germano-català
rom2605;04.11.2013;kaWI;beSTU;spFR spIT spPT spES spÜG;dzSW;Plätze im Promotionsstudiengang Sprachtheorie und Angewandte Sprachwissenschaft der Class of Languge der Graduate School Language &amp Literature Munich (LMU)
rom0746;04.11.2013;kaTA;beTA;spÜG;dzSW dzMK;CfP: Communication électornique cultures et identités
rom2732;04.12.2011;kaST;bePR;spPT;dzLW;Professur Portugiesische Literatur
rom2731;04.12.2011;kaST;bePR;spPT;dzMK;Professur Portugiesische Kultur
rom1099;04.12.2013;kaTA;beTA;spFR;dzLW dzMK;CfP: Sektion 15 Multipolarität und Mehrsprachigkeit Frankoromanistentag 2014
rom0828;04.12.2013;kaTA;beTA;spÜG;dzLW dzMK;CfP: Europa leben Europa schreiben
rom1112;04.12.2013;kaTA;beTA;spFR;dzLW dzWT;CfP: Sektion 8: „Aussi devant ce Louvre une image m’opprime“. Dialogische Kunst im Werk Charles Baudelaires FRT 2014
rom1116;04.12.2013;kaTA;beTA;spFR;dzSW dzWT;CfP: Sektion Das Französische im wirtschaftlichen Kontext Frankoromanistentag 2014
rom1398;05.01.2009;kaST;beSTI;spÜG;dzLW dzSW dzMK;Deutscher Studienpreis für Nachwuchswissenschaftler/innen aller Disziplinen
rom1797;05.01.2009;kaTA;beTP;spES;dzMK;Int. Tagung: México: migraciones culturales – topografías transatlánticas
rom1897;05.01.2009;kaST;bePR;spÜG;dzMK dzWT;Juniorprofessur für Wissenskulturen der europäischen Neuzeit
rom1397;05.01.2010;kaWI;beMB;spÜG;dzLW dzSW dzMK;Deutscher Studienpreis für Dissertationen von besonderer gesellschaftlicher Bedeutung
rom1513;05.01.2010;kaWI;beAM;spFR spIT spPT spES spWR;dzSW;Eintrag in die Tabula gratulatoria – Festschrift für Johannes Klare zum 80. Geburtstag
rom1779;05.01.2011;kaWI;beAM;spES;dzLW dzSW dzMK;In Gedenken an Friedrich Katz (1927-2010)
rom1935;05.01.2011;kaWI;beMB;spÜG;dzLW dzSW dzMK dzDK;Körber-Stiftung - Dissertationen mit Relevanz gesucht
rom0381;05.01.2011;kaTA;beTP;spÜG;dzSW;An eye on text and object design (Interdisziplinärer Workshop zur Methode des Eye-Tracking)
rom2470;05.01.2012;kaTA;beTP;spFR;dzLW dzMK;Mythologies -- Mythen des Alltags. Interdisziplinärer Workshop zur Neuausgabe von Roland Barthes’ Klassiker der Kulturwissenschaften
rom1936;05.01.2012;kaWI;beAM;spFR spIT spPT spES;dzLW dzSW dzMK dzDK;Körber-Stiftung: Dissertationen mit Relevanz
rom0078;05.01.2012;kaST;beWS;spÜG;dzMK;13 Promotionsstellen (Research-Team-Stellen) als Wissenschaftliche/r Mitarbeiterin/Mitarbeiter (ggf. Promotionsstipendien)
rom0195;05.01.2012;kaST;beWS;spÜG;dzMK;3 ganze Stellen als Wissenschaftliche/r Mitarbeiterin/Mitarbeiter (ggf. Postdoc-Stipendien): International Graduate Centre for the Study of Culture (GCSC)
rom1672;05.01.2012;kaTA;beTP;spIT spÜG;dzMK dzWT;Frühneuzeitliche Bibliotheken als Zentren des europäischen Kulturtransfers
rom2101;05.01.2012;kaST;beNW;spES;dzSP;Lehrautrag Spanisch (10 SWS)
rom2100;05.01.2012;kaST;beNW;spPT;dzSP;Lehrauftrag Portugiesisch (8 SWS)
rom0627;05.01.2014;kaTA;beTA;spFR spIT spPT spES spÜG;dzLW dzSW dzMK;CfA: „Heroismus und Populärkultur“ - Themenheft des E-Journals helden. heroes. héros.
rom2109;05.02.2008;kaST;beWS;spFR spES;dzSW;Lehrkaft für besondere Aufgaben (Sprachwissenschaft Spanisch/Französisch)
rom3327;05.02.2008;kaST;bePR;spFR spES;dzSW;W 3-Professur für Romanische Philologie/Sprachwissenschaft
rom3412;05.02.2008;kaST;bePR;spFR spES;dzSW;W3-Professur für Romanische Philologie Sprachwissenschaft
rom0171;05.02.2009;kaST;beWS;spÜG;dzLW dzSW dzMK;20 Research Fellowships
rom3425;05.02.2009;kaST;bePR;spÜG;dzMK;W3-Professur Kommunikationswissenschaft mit Schwerpunkt Rezeption und Wirkung
rom1887;05.02.2009;kaST;bePR;spÜG;dzSW;Juniorprofessor/in für Mathematische Linguistik
rom3392;05.02.2009;kaST;bePR;spÜG;dzSW;W3-Professur Computerlinguistik mit Schwerpunkt Theorie und formale Modellierung
rom3437;05.02.2009;kaST;bePR;spÜG;dzSW;W3-Professur Semantik
rom3477;05.02.2011;kaST;beWS;spFR spIT spPT spES spWR spÜG;dzLW;Wiss. Mitarbeiter/in (Allg. u. Vergl. Literaturwiss. 05 TV-L E 13)
rom0733;05.02.2012;kaTA;beTA;spÜG;dzSW;CfP: Colloque DIA II - Les variations diasystémiques et leurs interdépendances
rom2384;05.02.2013;kaTA;beTP;spÜG;dzLW;Literatur interpretieren: begriffliche evaluative und fachkulturelle Aspekte
rom0176;05.02.2014;kaST;beSTI;spÜG;dzLW dzSW dzMK dzDK dzWT;25 AIAS-COFUND (Marie Curie) Fellowships available
rom1989;05.02.2014;kaTA;beTA;spFR;dzSW dzMK;Langue et droit
rom3712;05.03.2009;kaST;beSTI;spÜG;dzLW dzMK;Zehn Doktorandenstipendien im Graduiertenkolleg InterArt
rom2746;05.03.2009;kaST;bePR;spFR spIT;dzSW;Professur (W2) für Romanische Sprachwissenschaft (Italienisch und Französisch)
rom1293;05.03.2011;kaWI;beAM;spÜG;dzLW dzSW dzMK dzDK;Chercheurs sans frontières / Free Science - nouvelle ONG
rom0583;05.03.2012;kaWI;beAM;spES;dzLW;Buchpräsentation: Óscar Hahn - Liebe unter den Ruinen
rom2364;05.03.2012;kaWI;beAM;spES;dzLW;Lesung: Juan Pedro Aparicio/Luis Mateo Díez/José María Merino - Worte im Schnee. Ein Filandón
rom2873;05.03.2012;kaWI;beAM;spES;dzMK;Romerotage 2012: Hommage an den Dichter und Revolutionär Otto René Castillo
rom0473;05.03.2013;kaTA;beTA;spFR;dzLW dzSW dzMK;Aufruf zur Einreichung von Sektionsvorschlägen für den 9. Kongress des Frankoromanistenverbands 24. bis 27. September 2014 Westfälische Wilhelms-Universität Münster
rom0646;05.03.2013;kaTA;beTA;spPT spES;dzMK;CfA: Sammelband „¡muestra! Kino aus Spanien und Lateinamerika in Deutschland“ (lateinamerikanische Filmwissenschaft)
rom1290;05.04.2011;kaST;beWS;spFR spES;dzSW dzWT;Charge à temps plein domaine de la traduction de l'espagnol vers le français
rom0254;05.04.2012;kaST;beWS;spÜG;dzLW dzSW dzMK;6 Doktoranden-Stellen und 1 Postdoktoranden-Stelle Locating Media
rom2769;05.04.2012;kaWI;beAM;spFR spÜG;dzLW dzSW dzMK dzDK;Programm PROCOPE (bilaterales Forschungsförderungsprogramm Deutschland/Frankreich)
rom1561;05.04.2012;kaWI;beSTU;spFR spÜG;dzSW;European Master in Lexicography Université de Lorraine
rom2404;05.04.2012;kaWI;beAM;spFR;dzWT;Manifeste Pour des universités à la hauteur de leurs missions
rom2901;05.04.2013;kaTA;beTP;spIT;dzLW;Semiotik Pragmatik und Ästhetik an der Schnittstelle von Musik und Dichtung
rom0191;05.05.2009;kaST;beSTI;spFR spIT spPT spES spWR;dzLW dzSW;3 Doktorandinnen- / Doktoranden-Stellen am Zentrum für Sprach- und Literaturwissenschaft der LMU
rom2939;05.05.2009;kaTA;beSV;spWR;dzLW dzSW dzMK dzSP;Sommerschule Chisinau: Die Republik Moldau – Nachbar der EU. Kultur Geschichte Sprachen
rom1735;05.05.2009;kaWI;beAM;spÜG;dzLW dzSW dzMK dzSP dzDK;Heidelberger Appell (aktualisiert): Für Publikationsfreiheit und die Wahrung der Urheberrechte
rom1045;05.05.2009;kaTA;beTA;spFR spPT spES spÜG;dzSW;CfP: Phonology Syntax and Semantics of Creole Languages. International Seminar on Creole Languages for Postgraduates II
rom1746;05.05.2010;kaWI;beBIB;spES;dzLW dzSW dzMK;Hispana: Rechercheportal des Spanischen Kulturministeriums
rom2089;05.05.2011;kaST;beWS;spES;dzLW dzMK;Lectureship in Hispanic Studies: Sixteenth/Seventeenth century Peninsular Spanish literature and/or cultural history
rom2395;05.05.2011;kaST;beSTI;spÜG;dzLW dzMK dzWT;M4HUMAN Programme: Mobility for experiences researchers in historical humanities including islamic studies
rom0053;05.05.2011;kaST;beSTI;spÜG;dzLW dzSW dzMK;10 Promotionsstipendien Wissen - Kultur - Transformation
rom1610;05.05.2011;kaST;beSTI;spFR spÜG;dzMK dzWT;Forschungskurzstipendien (DHI Paris)
rom3036;05.05.2011;kaTA;beSV;spIT;dzMK dzWT;Summerschool Staat und Nation - italienische und deutsche Nationalstaatsgründung im Vergleich
rom2838;05.05.2011;kaST;beSTI;spÜG;dzMK dzWT;Research Fellowships IKKM Weimar: »Werkzeuge des Entwerfens«
rom1986;05.05.2011;kaST;beNW;spPT;dzSP;Language Tutor (Portuguese)
rom0788;05.05.2011;kaTA;beTA;spFR spÜG;dzWT;CfP: Deutsch-französischer Workshop in Museumskunde
rom0951;05.05.2012;kaTA;beTA;spFR spÜG;dzLW;CfP: L’Année 1936.Traductions et retraductions vers le français
rom1865;05.06.2008;kaTA;beTP;spES;dzLW dzMK;Jornada Hispánica: Topologien der Moderne in Spanien
rom3059;05.06.2008;kaTA;beTBE;spFR spIT spPT spES spWR spÜG;dzLW dzSW dzMK dzSP dzDK;Tagungsbericht zum Forum Junge Romanistik 2008 in Tübingen: Zeichen setzen – Konvention Kreativität Interpretation
rom0850;05.06.2009;kaTA;beTA;spFR spÜG;dzLW dzMK;CfP: Gallomanie et gallophobie: le mythe français en Europe au XIXe siècle
rom2271;05.06.2009;kaST;beWS;spÜG;dzLW dzSW dzMK;Leitende/r Angestellte/r Forschungsverbünde FU Berlin
rom0020;05.06.2012;kaTA;beTP;spFR spIT spPT spES spÜG;dzLW dzMK;1. Siegener FORUM für Literatur & Men's Studies: Crisis? What Crisis? Männlichkeiten um 1900
rom0744;05.06.2013;kaTA;beTA;spFR spES;dzLW dzMK;CfP: COLOQUIO Reims Champaña/Champán París.  Imágenes de Francia en los países latinoamericanos.
rom1489;05.06.2013;kaST;beWS;spFR;dzSP;Dozent/in für Französisch
rom1565;05.07.2011;kaTA;beTA;spÜG;dzLW dzWT;Experimentierfeld Frühaufklärung: Um 1700 als Epochenschwelle zwischen Öffnung und neuer Schließung
