id;datum;klasse;kategorie;sprachen;gebiete;titel
rom3054;05.10.2008;Tagungen;Tagungsbericht;Französisch Weitere romanische Sprachen;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;Tagungsbericht: IXe Congrès de l’Association Internationale d’Études Occitanes
rom0970;14.12.2010;Tagungen;Tagungsausschreibung;Französisch Weitere romanische Sprachen;Literaturwissenschaft Sprachwissenschaft Didaktik;CfP: Les emprunts lexicaux au français dans les langues européennes (Craiova Rumänien)
rom1058;14.08.2009;Tagungen;Tagungsausschreibung;Französisch Weitere romanische Sprachen;Literaturwissenschaft Sprachwissenschaft;CfP: Projet de recherches « La réception des troubadours. XIIIe-XXIe siècle » 2010-2014
rom2783;17.08.2013;Stellen;Wissenschaftliche Stelle;Französisch Weitere romanische Sprachen;Literaturwissenschaft Medien-/Kulturwissenschaft;Promotionsstelle im Projekt Aufstieg der Referenzialität: Literarische Autorschaft und publizistische Öffentlichkeit (Autobiographie Auto(r)fiktionalität Autorschaft)
rom3578;01.06.2011;Stellen;Wissenschaftliche Stelle;Französisch Weitere romanische Sprachen;Literaturwissenschaft Medien-/Kulturwissenschaft;Wissenschaftliche/n Mitarbeiterin/Mitarbeiter 50% (Schwerpunkt französische Literatur- und Kulturwissenschaft)
rom2812;08.09.2011;Tagungen;Tagungsprogramm;Französisch Weitere romanische Sprachen;Literaturwissenschaft;Puretés et impuretés de la littérature (1860-1940)
rom2125;10.07.2011;Stellen;Wissenschaftliche Stelle;Französisch Weitere romanische Sprachen;Didaktik;Lehrkraft für besondere Aufgaben 100% (Fachdidaktik der romanischen Sprachen)
rom2508;19.01.2012;Tagungen;Tagungsausschreibung;Französisch Weitere romanische Sprachen Sprachenübergreifend;Sprachwissenschaft;Negation and Clitics in Romance. Négation et clitiques dans les langues et variétés romanes
rom0953;27.01.2011;Tagungen;Tagungsausschreibung;Französisch Weitere romanische Sprachen Sprachenübergreifend;Medien-/Kulturwissenschaft;CfP: L’archéologie du futur : cinémas africains et imaginaire / Archeology of the future : African cinema and imaginary
rom1643;30.06.2010;Tagungen;Tagungsprogramm;Französisch Weitere romanische Sprachen Sprachenübergreifend;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;Französische Almanachkultur im deutschen Sprachraum (1700-1815). Gattungsstrukturen komparatistische Aspekte Diskursformen.
rom0965;04.06.2010;Tagungen;Tagungsausschreibung;Französisch Weitere romanische Sprachen Sprachenübergreifend;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;CfP: « L’effet-liste » Enjeux et fonctionnements de l’accumulation verbale en littérature
rom1164;01.09.2010;Tagungen;Tagungsausschreibung;Französisch Weitere romanische Sprachen Sprachenübergreifend;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;CfP: Society for French Studies 52e Congrès annuel Université de Londres Queen Mary
rom3782;20.08.2010;Stellen;Wissenschaftliche Stelle;Französisch Weitere romanische Sprachen Sprachenübergreifend;Literaturwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;Zwei wiss. MitarbeiterInnen Projektgruppe Karibik-Nordamerika und zurück (50%)
rom3490;07.08.2011;Stellen;Wissenschaftliche Stelle;Französisch Weitere romanische Sprachen Sprachenübergreifend;Didaktik;Wiss. Mitarbeiter(in) Fremdsprachendidaktik Engl./Frz. 50%
rom1931;10.03.2008;Stellen;Nichtwissenschaftliche Stelle;Italienisch;Weitere Teilbereiche;Kaufmännische Allroundkraft für das Deutschlandbüro eines toscanischen Weingutes
rom0299;22.04.2011;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Sprachpraxis;Abschlussdokument der ItalienischdozentInnen - Frankfurt (Oder) 24.-26.02.2011
rom2921;13.10.2011;Tagungen;Sonstige Veranstaltung;Italienisch;Sprachpraxis;Settimana della Lingua Italiana nel Mondo 2011 (Trier)
rom2521;22.07.2011;Weitere Informationen;Studium;Italienisch;Sprachwissenschaft Weitere Teilbereiche;Neuer italianistischer Master-Studiengang
rom0431;23.09.2010;Stellen;Professur;Italienisch;Sprachwissenschaft Sprachpraxis Didaktik;Assistant Professor of Italian Studies
rom1341;18.06.2011;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Sprachwissenschaft Sprachpraxis Didaktik;Creazione biblioteca DITALS a Jena
rom2322;22.01.2009;Disziplinen;Sprachwissenschaft;Italienisch;Sprachwissenschaft Sprachpraxis;Lektor/in für Italienisch
rom1710;20.05.2010;Tagungen;Tagungsprogramm;Italienisch;Sprachwissenschaft Medien-/Kulturwissenschaft Didaktik;Giornata di studi italiani e di aggiornamento per insegnanti d'italiano
rom1226;06.12.2012;Tagungen;Tagungsausschreibung;Italienisch;Sprachwissenschaft Didaktik;CfP: V Convegno internazionale dell'AIBA. CHERNARUS. Ai margini – Fra i margini – Oltre i margini.
rom3028;06.04.2009;Stellen;Wissenschaftliche Stelle;Italienisch;Sprachwissenschaft Didaktik;Studienrätin/Studienrat im Hochschuldienst
rom2371;30.09.2011;Tagungen;Tagungsprogramm;Italienisch;Sprachwissenschaft;Lezioni d'italiano. Giornata internazionale di Studio
rom3172;18.07.2012;Stellen;Wissenschaftliche Stelle;Italienisch;Sprachwissenschaft;Universitätsassistentin / Universitätsassistent
rom0328;17.05.2011;Stellen;Wissenschaftliche Stelle;Italienisch;Sprachwissenschaft;Akademische Rätin /Akademischer Rat (Italienische Sprachwissenschaft)
rom0133;14.03.2011;Stellen;Wissenschaftliche Stelle;Italienisch;Sprachwissenschaft;2 posti di dottorato in progetto di ricerca FNSRS intitolato Italian Constituent Order in a Contrastive Perspective
rom0193;13.12.2013;Stellen;Wissenschaftliche Stelle;Italienisch;Sprachwissenschaft;3 Forschungsassistenten (doc und post-doc)
rom0194;12.12.2013;Sprachen;Italienisch;Italienisch;Sprachwissenschaft;3 Forschungsassistenten (doc und post-doc)
rom0782;11.03.2013;Tagungen;Tagungsausschreibung;Italienisch;Sprachwissenschaft;CfP: Der lateinische Boccaccio/Il Boccaccio latino
rom3589;10.11.2011;Stellen;Wissenschaftliche Stelle;Italienisch;Sprachwissenschaft;Wissenschaftlicher Mitarbeiter (Projektstelle post-doc): Soziophonetik
rom0376;08.10.2012;Tagungen;Tagungsausschreibung;Italienisch;Sprachwissenschaft;Alte und neue Sprachminderheiten / Minoranze linguistiche - vecchie e nuove
rom3465;08.01.2009;Stellen;Wissenschaftliche Stelle;Italienisch;Sprachwissenschaft;Wiss. Mitarb. / Dissertant/in (Italienische Sprachwissenschaft)
rom0912;05.08.2010;Tagungen;Tagungsausschreibung;Italienisch;Sprachwissenschaft;CfP: Italian Outside of Italy - The Situation in Canada USA and the English-Speaking World
rom3599;04.07.2011;Stellen;Wissenschaftliche Stelle;Italienisch;Sprachwissenschaft;Wissenschaftliche/r Mitarbeiter/in 50% (italienische Sprachwissenschaft)
rom0436;02.05.2012;Stellen;Wissenschaftliche Stelle;Italienisch;Sprachwissenschaft;Assistente dottorando/a in Linguistica italiana (100%)
rom3454;01.04.2010;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Sprachwissenschaft;Wie spricht Italien? Ein klingender Sprachatlas im Internet öffnet uns die Ohren
rom1854;06.05.2011;Stellen;Stipendium;Italienisch;Sprachpraxis Weitere Teilbereiche;Jahresstipendien für Sprachassistentinnen und Sprachassistenten im Rahmen des Projekts DEUTSCH-WAGEN
rom2955;26.03.2012;Stellen;Stipendium;Italienisch;Sprachpraxis Didaktik Weitere Teilbereiche;Sprachassistenzen im Rahmen des Projekts ''DEUTSCHWAGEN'' (Mailand Rom Neapel)
rom2199;04.02.2013;Stellen;Nichtwissenschaftliche Stelle;Italienisch;Sprachpraxis Didaktik Weitere Teilbereiche;Lehrkraft für besondere Aufgaben Italienisch (Vertretung) 25%
rom0606;28.04.2011;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Sprachpraxis Didaktik;Certificazione DITALS: Nuova sede d'esame a Jena
rom2566;26.10.2010;Weitere Informationen;Studium;Italienisch;Sprachpraxis Didaktik;Padova: Master di 2° livello in Didattica dell'italiano come L2 (Uni Padova)
rom1725;13.08.2010;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Sprachpraxis Didaktik;Gründung der Associazione dei Docenti di Italiano: Eine Zukunft für die italienische Sprache in Deutschland
rom3226;29.12.2012;Stellen;Nichtwissenschaftliche Stelle;Italienisch;Sprachpraxis;Variable Hours Teaching Fellow (Italian language)
rom2170;25.02.2009;Stellen;Wissenschaftliche Stelle;Italienisch;Sprachpraxis;Lehrkraft für besondere Aufgaben / Fremdsprachenlektor/in für Italienisch
rom2323;23.04.2009;Stellen;Wissenschaftliche Stelle;Italienisch;Sprachpraxis;Lektor/in für Italienisch
rom3077;21.07.2011;Stellen;Nichtwissenschaftliche Stelle;Italienisch;Sprachpraxis;Teaching Fellow in Italian Language
rom2103;18.06.2011;Stellen;Nichtwissenschaftliche Stelle;Italienisch;Sprachpraxis;Lehrbeauftragte/r Italienisch
rom2280;17.11.2011;Stellen;Nichtwissenschaftliche Stelle;Italienisch;Sprachpraxis;Leitung der Abteilung Italienisch im Sprachenzentrum
rom2652;16.09.2011;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Sprachpraxis;Präsentation des neuen Italienisch-Lehrbuches Spazio Italia
rom0446;16.05.2012;Stellen;Nichtwissenschaftliche Stelle;Italienisch;Sprachpraxis;Associate Lecturer in Italian (Education and Scholarship)
rom2574;14.06.2012;Stellen;Nichtwissenschaftliche Stelle;Italienisch;Sprachpraxis;Part Time Language Teacher (Italian)
rom2342;13.08.2009;Stellen;Wissenschaftliche Stelle;Italienisch;Sprachpraxis;Lektorin/Lektor für Italienisch
rom1843;12.12.2011;Stellen;Nichtwissenschaftliche Stelle;Italienisch;Sprachpraxis;Italienisch Lektoratsstelle
rom2312;12.07.2011;Stellen;Wissenschaftliche Stelle;Italienisch;Sprachpraxis;Lektor/in 50% (Italienisch)
rom2051;12.04.2012;Stellen;Nichtwissenschaftliche Stelle;Italienisch;Sprachpraxis;Lecturer in Italian Studies
rom1812;10.01.2008;Tagungen;Tagungsprogramm;Italienisch;Sprachpraxis;International Meeting on Training Quality and Certifications in FLT (Siena 4.-5.2. 2008)
rom2201;08.02.2008;Stellen;Nichtwissenschaftliche Stelle;Italienisch;Sprachpraxis;Lehrkraft für besondere Aufgaben Italienisch
rom2335;06.02.2013;Stellen;Wissenschaftliche Stelle;Italienisch;Sprachpraxis;Lektorin / Lektor für Italienisch (50%)
rom2122;06.01.2008;Stellen;Wissenschaftliche Stelle;Italienisch;Sprachpraxis;Lehrkraft für bes. Aufgaben (Lektorin/Lektor)
rom2200;04.11.2011;Stellen;Nichtwissenschaftliche Stelle;Italienisch;Sprachpraxis;Lehrkraft für besondere Aufgaben Italienisch (Vertretung)
rom2012;03.05.2012;Stellen;Nichtwissenschaftliche Stelle;Italienisch;Sprachpraxis;Lecturer (Fixed Term) in Italian
rom2180;01.08.2013;Stellen;Wissenschaftliche Stelle;Italienisch;Sprachpraxis;Lehrkraft für besondere Aufgaben für Italienisch
rom0942;30.10.2010;Tagungen;Tagungsausschreibung;Italienisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;CfP La storia contemporanea in Italia oggi: ricerche e tendenze SISSCO Cantieri di Storia 2011
rom3152;30.06.2011;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;„UN.it – Unesco.Italia“ Fotoausstellung zu den italienischen Weltkulturerbestätten der Unesco
rom1633;24.09.2011;Tagungen;Tagungsprogramm;Italienisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;Forum Kunstgeschichte Italiens: Dritte Arbeitstagung 2012
rom0269;16.08.2012;Stellen;Stipendium;Italienisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;7 Stipendien Deutsch-Italienisches Masterprogramm
rom3025;14.04.2011;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;Studienkurs am DHI Rom
rom2793;10.08.2011;Stellen;Stipendium;Italienisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;Promotionsstipendium KHI Florenz
rom3036;05.05.2011;Tagungen;Sonstige Veranstaltung;Italienisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;Summerschool Staat und Nation - italienische und deutsche Nationalstaatsgründung im Vergleich
rom2920;01.07.2011;Tagungen;Sonstige Veranstaltung;Italienisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;Serata Risorgimentale - Feier zum 150. Jahrestag der Einheit Italiens - Celebrazione del 150° anniversario dell’Unità d’Italia
rom1632;01.03.2012;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Medien-/Kulturwissenschaft Weitere Teilbereiche;Forum Kunstgeschichte Italiens - Dritte Arbeitstagung 2012
rom2046;28.04.2011;Stellen;Wissenschaftliche Stelle;Italienisch;Medien-/Kulturwissenschaft Sprachpraxis;Lecturer in Italian
rom2047;10.11.2011;Stellen;Wissenschaftliche Stelle;Italienisch;Medien-/Kulturwissenschaft Sprachpraxis;Lecturer in Italian
rom2253;03.02.2009;Stellen;Nichtwissenschaftliche Stelle;Italienisch;Medien-/Kulturwissenschaft Sprachpraxis;Lehrkraft für besondere Aufgaben / Sprachpraxis und Landeswissenschaften Italienisch
rom2912;01.07.2013;Stellen;Wissenschaftliche Stelle;Italienisch;Medien-/Kulturwissenschaft Sprachpraxis;Senior Lecturer (Italienisch)
rom3684;27.04.2010;Tagungen;Tagungsausschreibung;Italienisch;Medien-/Kulturwissenschaft;CfP Tagung/Workshop: Figurationen der italienischen Migration im Kino
rom1199;26.09.2010;Tagungen;Tagungsausschreibung;Italienisch;Medien-/Kulturwissenschaft;CfP: The Italian Political System 150 Years On: The Risorgimento's Relevance Today
rom1575;26.05.2009;Tagungen;Tagungsprogramm;Italienisch;Medien-/Kulturwissenschaft;Faszination oder Ignoranz? Perspektiven auf Italiens aktuelle Rolle in Europa
rom1486;24.11.2011;Stellen;Stipendium;Italienisch;Medien-/Kulturwissenschaft;DoktorandInnenstipendium Teilprojekt „Geschichte für alle in italienischen Zeitschriften“
rom2861;24.09.2010;Stellen;Stipendium;Italienisch;Medien-/Kulturwissenschaft;Rom-Monat am Deutschen Historischen Institut
rom3027;22.04.2010;Weitere Informationen;Mittelbau;Italienisch;Medien-/Kulturwissenschaft;Studienkurs: Welt Wissen Macht. Enzyklopädische Bildprogramme vom Duecento bis zum Quattrocento
rom2560;21.11.2010;Tagungen;Tagungsprogramm;Italienisch;Medien-/Kulturwissenschaft;On ne naît pas... on le devient. Les Gender Studies et le cas italien
rom1284;21.09.2009;Stellen;Professur;Italienisch;Medien-/Kulturwissenschaft;Chair in Contemporary Italian Studies (New York University)
rom2996;20.01.2011;Stellen;Stipendium;Italienisch;Medien-/Kulturwissenschaft;Stipendium für Doktorand/-in Forschergruppe Piazza e monumento (KHI Florenz)
rom3012;20.01.2011;Stellen;Stipendium;Italienisch;Medien-/Kulturwissenschaft;Stipendium für Postdoktorand/-in Forschungsgruppe „Piazza e monumento“ (KHI Florenz)
rom1372;19.06.2008;Tagungen;Tagungsprogramm;Italienisch;Medien-/Kulturwissenschaft;Das Mittelmeer: Poesie und Politik eines Raumes 1860-1960
rom1596;18.11.2009;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Medien-/Kulturwissenschaft;Förderpreis des Center Altreitalie für eine herausragende Dissertation zur italienischen Migrationsgeschichte
rom1430;15.10.2009;Tagungen;Tagungsprogramm;Italienisch;Medien-/Kulturwissenschaft;Die Philosophie der italienischen Aufklärung
rom0199;14.04.2011;Stellen;Wissenschaftliche Stelle;Italienisch;Medien-/Kulturwissenschaft;3 Postdoctoral Research Fellowships: Oral Culture Manuscript And Print In Early Modern Italy 1450 -1700
rom2854;12.10.2008;Tagungen;Sonstige Veranstaltung;Italienisch;Medien-/Kulturwissenschaft;Ringvorlesung Italia e Italie. Identità di un paese al plurale
rom2846;07.10.2010;Tagungen;Sonstige Veranstaltung;Italienisch;Medien-/Kulturwissenschaft;Ringvorlesung / Ciclo di conferenze: DAS ITALIENISCHE KINO LEBT!
rom2703;07.04.2011;Stellen;Professur;Italienisch;Medien-/Kulturwissenschaft;Professur für allgemeine Geschichte des Spätmittelalters und der italienischen Renaissance
rom1025;07.03.2010;Tagungen;Tagungsausschreibung;Italienisch;Medien-/Kulturwissenschaft;CfP: Nationale und europäische Identität im Spannungsfeld weltgesellschaftlicher Orientierung. Europäisches Interdisziplinäres Doktorandenkolloquium
rom1195;05.10.2011;Tagungen;Tagungsausschreibung;Italienisch;Medien-/Kulturwissenschaft;CfP: The Birth of Tourism in Italy 1350-1650 (Waterloo Kanada)
rom3774;04.01.2012;Stellen;Stipendium;Italienisch;Medien-/Kulturwissenschaft;Zwei DoktorandInnenstipendien „Geschichte für alle in europäischen Zeitschriften des 19. Jahrhunderts“ (Fristverlängerung)
rom0774;03.08.2009;Tagungen;Tagungsausschreibung;Italienisch;Medien-/Kulturwissenschaft;CfP: Da Sodoma a Gomorra: Framing Crisis & Rebirth in Italian Cinema from the 1970s to the 2000s
rom3026;03.03.2010;Weitere Informationen;Mittelbau;Italienisch;Medien-/Kulturwissenschaft;Studienkurs Venedig 2010: „Am Ende des Meeres: Venedig und Lübeck im Mittelalter“
rom2400;02.05.2011;Tagungen;Sonstige Veranstaltung;Italienisch;Medien-/Kulturwissenschaft;Magic Cinema! Zweite italienische Stummfilmtage
rom0459;26.10.2010;Tagungen;Sonstige Veranstaltung;Italienisch;Literaturwissenschaft Weitere Teilbereiche;Associazione Docenti d'Italiano - Veranstaltungen
rom1522;18.01.2008;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Literaturwissenschaft Weitere Teilbereiche;Encyclopedia of the Medieval Chronicle sucht Mitarbeiter
rom1856;25.01.2012;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Sprachwissenschaft Weitere Teilbereiche;Jahrestagung der Deutschen Dante-Gesellschaft
rom2415;24.06.2010;Weitere Informationen;Studium;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;Master in Lingua letteratura e civiltà italiana (Lugano)
rom2922;22.10.2012;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;Settimana della Lingua Italiana nel Mondo 2012 (Trier)
rom3624;07.05.2012;Stellen;Wissenschaftliche Stelle;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;Wissenschaftliche/r Mitarbeiter/in Frühe Neuzeit (DHI Rom 100%)
rom2503;06.02.2013;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Weitere Teilbereiche;Narr Francke Attempto übernimmt die Zeitschrift Italienisch
rom0483;23.06.2010;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik Weitere Teilbereiche;Aufruf zur Solidaritätsbekundung: Italienische Einrichtungen der Wissenschaft und Kultur von massiven Kürzungen bedroht
rom0041;29.06.2009;Weitere Informationen;Studium;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik;10 Plätze im deutsch-italienischen Doppeldiplom Dresden/Trento
rom0914;26.02.2011;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik;CfP: Italianistentag 2012 „L’Italia unita – le unità d’Italia“
rom3734;21.07.2008;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik;Zs.: Italienisch Nr. 59 Mai 2008
rom2870;17.06.2011;Weitere Informationen;Studium;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik;Romanistik/Italienisch als Kernfach im Zwei-Fächer-Bachelor an der Universität Osnabrück
rom1390;16.08.2010;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik;Deutsch-Italienische Hochschultage
rom1845;16.01.2012;Weitere Informationen;Studium;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik;Italienstudien : Tag der offenen Tür / Giornata delle porte aperte
rom3718;10.12.2009;Weitere Informationen;Studium;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik;Zs.: CIAO! Zweisprachiges Magazin für Italienliebhaber
rom0223;10.05.2011;Weitere Informationen;Studium;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik;4 Studienplätze im deutsch-italienischen Doppelabschlussprogramm Dresden/ Trento
rom0794;10.03.2009;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik;CfP: Deutscher Italianistentag 2010 in Regensburg: Testo e ritmi
rom3735;09.12.2008;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik;Zs.: Italienisch Nr. 60/2008 (30. Jg.) erschienen
rom1393;06.12.2007;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis Didaktik;Deutscher Italianistentag 2008: Inquietudini
rom1389;19.10.2008;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis;Deutsch-Italienische Hochschultage 2008
rom3096;19.08.2010;Stellen;Stipendium;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis;Temporary Teaching Fellow Italian
rom3736;19.06.2009;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis;Zs.: Italienisch Nr. 61 Mai 2009 u.a. Schwerpunkt zu Dino Buzzati
rom2433;15.06.2012;Weitere Informationen;Studium;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Sprachpraxis;Masterstudiengang Italienstudien LMU München
rom0915;18.06.2013;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Didaktik;CfP: Italianistentag 2014:  Relazioni e relativi -  genealogie famiglie parentele
rom1709;10.02.2014;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Didaktik;Giornata dell’Italianistica nelle università tedesche –  Tagung zum Status der Italianistik an deutschen Universitäten
rom1498;06.10.2009;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Didaktik;Dt. Italianistentag 2010 Testo e Ritmi in Regensburg: Vortragsprogramm
rom0091;01.04.2011;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft Didaktik;150 Jahre italienische Einheit
rom1941;31.03.2011;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;Kompaktseminar und Diskussion mit Roberto Esposito
rom3003;30.01.2009;Stellen;Stipendium;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;Stipendienausschreibung Deutsches Studienzentrum in Venedig
rom3627;28.04.2011;Stellen;Wissenschaftliche Stelle;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;Wissenschaftliche/r Mitarbeiter/in für die Virtuelle Fachbibliothek Romanischer Kulturkreis (50%)
rom1713;27.05.2013;Tagungen;Sonstige Veranstaltung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;Giornata Studi Italo-Tedeschi / DIS-Tag
rom1240;22.01.2011;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;CfP: Villa Vigoni-Gespräche 2012
rom0772;21.04.2009;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;CfP: Cultural Exchange in Italian Port Cities Renaissance Society of America Conference
rom3104;20.05.2009;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;Testi brevi 2. Teoria e pratica della testualità nell'era multimediale
rom2045;20.04.2011;Stellen;Wissenschaftliche Stelle;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;Lecturer in Italian
rom2052;19.08.2010;Stellen;Wissenschaftliche Stelle;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;Lecturer in Italian
rom1792;18.03.2009;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;Int. Tagung: Dante's Plurilingualism: Authority Vulgarization Subjectivity
rom1790;16.09.2010;Stellen;Wissenschaftliche Stelle;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;Int. recruitment of 10 researchers - Centro per gli Studi storici italo-germanici
rom0823;13.11.2013;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;CfP: Est-Ovest/ Nord-Sud. Frontiere passaggi incontri culturali (XXI Congresso AIPI)
rom1577;13.09.2010;Stellen;Stipendium;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;Fellowships 2010-2011: Italian Academy for Advanced Studies in America  
rom2583;13.06.2012;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;Petition Biblioteca Universitaria Pisa Italien
rom1200;04.10.2009;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;CfP: The Mediterranean in Italian Culture
rom2843;04.04.2011;Weitere Informationen;Allgemeine Mitteilung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;Ringvorlesung 1861-2011: 150 Jahre Einigung Italiens
rom1624;03.11.2010;Weitere Informationen;Studium;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;Forum Beruf Deutsch-Italienische Studien Bonn
rom0531;03.05.2010;Tagungen;Sonstige Veranstaltung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;Bayr. Landesausstellung »Bayern und Italien« - Preview der BR-Dokumentarfilmreihe
rom0515;02.11.2012;Tagungen;Tagungsausschreibung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;Ausschreibung: Verletzte Ehre – Die Beleidigung im deutsch-italienischen Kontext
rom1648;01.05.2011;Tagungen;Sonstige Veranstaltung;Italienisch;Literaturwissenschaft Sprachwissenschaft Medien-/Kulturwissenschaft;Fratelli d'Italia. Stimmen zur Einheit und Uneinigkeit Italiens (Vortragsreihe)
rom2924;25.10.2013;Tagungen;Tagungsprogramm;Italienisch;Literaturwissenschaft Sprachwissenschaft Didaktik;Settimana della Lingua Italiana nel Mondo 2013 (Trier)
