id;datum;klasse;kategorie;sprachen;gebiete;titel
rom2442;17.10.2013;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;Max Planck Research Groups
rom0165;17.10.2012;Tagungen;Tagungsprogramm;Sprachenübergreifend;Sprachwissenschaft;20 Jahre digitale Sprachgeographie
rom3649;17.03.2011;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;Wissenschaftliche(r) Mitarbeiter(in): Neurokognition des Textverstehens
rom0904;17.01.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: International Conference on Endangered Languages in Europe
rom3185;16.05.2013;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Universitätsprofessur für Angewandte Sprachwissenschaft
rom1804;16.03.2009;Weitere Informationen;Studium;Sprachenübergreifend;Sprachwissenschaft;Interdisziplinäres Masterprogramm in multilingualer Textanalyse an der Universität Zürich
rom0747;16.02.2009;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: Concept Types & Frames in Language Cognition & Science
rom1257;15.12.2011;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: Workshop Clitics and beyond
rom1028;15.09.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: Nouvelles perspectives en sémantique lexicale et en organisation du discours - Extension de la date limite au 30 septembre
rom3709;15.09.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;XXVIIe Congrès international de linguistique et de philologie romanes
rom1423;15.09.2010;Tagungen;Tagungsprogramm;Sprachenübergreifend;Sprachwissenschaft;Die Europäische Charta der Regional- oder Minderheitensprachen auf dem Prüfstand. Die Sicht der Linguistik und der Rechtswissenschaft
rom1177;15.03.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;Cfp: Sprachnormen im Kontext. Jahrestagung der Vereinigung Angewandte Linguistik Schweiz
rom2727;15.03.2012;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Professur für Translationswissenschaft
rom2593;15.01.2009;Stellen;Stipendium;Sprachenübergreifend;Sprachwissenschaft;PhD scholarships: IMPRS on Neuroscience of Communication: Function Structure and Plasticity
rom1008;14.10.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: Metasprachliche Reflexion und Diskontinuität: Wendepunkte Krisenzeiten Umbrüche
rom3181;14.08.2013;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Universitätsprofessor/in (W 2): Translationsrelevante Sprachwissenschaft/Translationstechnologien
rom0460;14.05.2009;Tagungen;Tagungsprogramm;Sprachenübergreifend;Sprachwissenschaft;ATELIER ANDREAS WESCH
rom0690;14.04.2011;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: 6. International Conference on Historical Lexicography and Lexicology 
rom3364;14.03.2008;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;W2-Professur für Phonetik
rom0613;14.01.2014;Tagungen;Sonstige Veranstaltung;Sprachenübergreifend;Sprachwissenschaft;CfA: Coding for Language Communities (CLC 2014)
rom0648;14.01.2014;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfA: Summer School Community-driven Language Documentation
rom0924;13.12.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: Journée créole
rom3363;13.12.2012;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;W2-Professur für Klinische Linguistik
rom2615;13.09.2008;Tagungen;Tagungsprogramm;Sprachenübergreifend;Sprachwissenschaft;Por que facer Lingüística Románica no século XXI
rom0092;13.01.2012;Tagungen;Tagungsprogramm;Sprachenübergreifend;Sprachwissenschaft;15th International Morphology Meeting
rom2781;12.11.2012;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;Promotionsstelle im Linguistischen Internationalen Promotionsprogramm (LIPP) der LMU München (50%)
rom1603;12.10.2008;Tagungen;Tagungsprogramm;Sprachenübergreifend;Sprachwissenschaft;»Form und Funktion«: 31. Jahrestagung der Deutschen Gesellschaft für Sprachwissenschaft (DGfS) 
rom0810;12.09.2011;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: Diskurs Informationsstruktur und Grammatik
rom3107;12.07.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;The Interfaces of Adjective and Adverb in Romance and English
rom1739;12.02.2013;Stellen;Stipendium;Sprachenübergreifend;Sprachwissenschaft;Hermann Paul scholarships in linguistics 2013
rom3644;11.11.2010;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;Wissenschaftliche/r Mitarbeiter/in: Korpuslinguistik
rom2639;11.10.2012;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;Postdoctoral Research Associate Position: Psycholinguistics (TV-L E13 full time)
rom1255;10.06.2012;Tagungen;Sonstige Veranstaltung;Sprachenübergreifend;Sprachwissenschaft;CfP:  Workshop Additive and restrictive quantification in discourse (Romance and Germanic in contrast)
rom0164;10.05.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;20 Jahre digitale Sprachgeographie - Möglichkeiten Methoden Implementation und Anwendungen
rom1014;10.03.2009;Tagungen;Sonstige Veranstaltung;Sprachenübergreifend;Sprachwissenschaft;CfP: Models of Language Variation and Change (verl. Frist)
rom1166;10.01.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: Sociolinguistics Symposium 19 Language and the City
rom2623;09.10.2012;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;Post-Doctoral Research Assistant Anglo-Norman Dictionary
rom2070;09.09.2012;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;Lecturer in Translation Studies
rom3398;09.08.2013;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;W3-Professur für Computerlinguistik
rom1818;09.05.2011;Tagungen;Tagungsprogramm;Sprachenübergreifend;Sprachwissenschaft;International Workshop on Sentence-Initial Bare Nouns in Romance
rom1921;08.07.2011;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Juniorprofessur (W1): Sprachgebrauch und angewandte Sprachwissenschaft
rom0205;08.05.2012;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;3 Qualifikationsstellen (50%) im Linguistischen Internationalen Promotionsprogramm (LIPP) der LMU München
rom0621;07.11.2011;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfA: Face Work und Social Media
rom2804;07.09.2010;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;Promovierendenworkshop Norm und Normalität
rom2450;07.08.2008;Tagungen;Tagungsprogramm;Sprachenübergreifend;Sprachwissenschaft;Mehrsprachigkeit: Herausforderungen und Chancen: 15. Weltkongress für Angewandte Linguistik (AILA 2008)
rom3422;07.07.2011;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;W3-Professur für Sprachgebrauch und Multimodale Kommunikation
rom1898;07.03.2013;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Juniorprofessur (W 1) für Allgemeine Sprachwissenschaft mit Schwerpunkt Pragmatik 
rom0847;07.02.2008;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Sprachwissenschaft;CfP für Linguistik-Online: beyond german – mehrsprachigkeit mal anders…
rom3183;06.10.2011;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Universitätsprofessor/in (W3): Vergleichende Sprachwissenschaft
rom0875;06.10.2010;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: ICOS 2011: Names in daily life Section 1 (Terminology)
rom3322;05.08.2010;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;W 3-Professur für Allgemeine Sprachwissenschaft
rom0733;05.02.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: Colloque DIA II - Les variations diasystémiques et leurs interdépendances
rom1887;05.02.2009;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Juniorprofessor/in für Mathematische Linguistik
rom3392;05.02.2009;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;W3-Professur Computerlinguistik mit Schwerpunkt Theorie und formale Modellierung
rom3437;05.02.2009;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;W3-Professur Semantik
rom0381;05.01.2011;Tagungen;Tagungsprogramm;Sprachenübergreifend;Sprachwissenschaft;An eye on text and object design (Interdisziplinärer Workshop zur Methode des Eye-Tracking)
rom0148;04.11.2010;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;2 Stellen für wissenschaftliche Mitarbeiter/innen (Doktoranden): Theoretische Textlinguistik
rom2375;04.10.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: LIMES X 2014
rom0694;04.07.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: 8. Tage der Schweizer Linguistik: Dynamik der Variation
rom1185;04.07.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: Tagung der Vereinigung Angewandte Linguistik Schweiz (Vals-Asla)
rom1411;04.07.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;DGfS 2014 AG: Grammatical categories in macro- and microcomparative linguistics
rom1888;04.04.2012;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Juniorprofessor/in (W 1): Phonetik/Phonologie 
rom0686;03.11.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: 46th Annual Meeting of the Societas Linguistica Europaea (SLE 2013)
rom1530;03.08.2010;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;Erinnerung Empirische Methoden bei der Untersuchung von SprachRäumen
rom0750;03.05.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: Conference «Syntactic change and syntactic reconstruction: New perspectives»
rom2958;03.02.2014;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;Sprachinnovation: Motivation – Erscheinungsformen – Verlauf
rom2724;03.02.2011;Stellen;Professur;Sprachenübergreifend;Sprachwissenschaft;Professur für Translationswissenschaft
rom0233;03.01.2014;Stellen;Stipendium;Sprachenübergreifend;Sprachwissenschaft; 5 Ph.D. Scholarships in Linguistics Frequency effects in language
rom3481;02.09.2010;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;Wiss. Mitarbeiter/in Die affektive Verankerung von Sozialität: Sprache Physiologie und soziale Differenz - Languages of Emotion (50%)
rom3710;02.07.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: XXVIIe Congrès international de linguistique et de philologie romanes
rom1029;02.04.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: Nouvelles perspectives en sémantique lexicale et en organisation du discours
rom0985;02.02.2014;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachwissenschaft;CfP: LIMES X 2014
rom0031;01.12.2011;Stellen;Stipendium;Sprachenübergreifend;Sprachwissenschaft;10 Doktorandenstipendien: Languages of Emotion
rom2196;01.08.2013;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachwissenschaft;Lehrkraft für besondere Aufgaben: Interkulturelle Kommunikation und Angewandte Sprachwissenschaft
rom2067;27.04.2012;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachpraxis Weitere Teilbereiche;Lecturer in Translation (Dauerstelle Forschung und Lehre)
rom2336;21.02.2008;Stellen;Nichtwissenschaftliche Stelle;Sprachenübergreifend;Sprachpraxis Weitere Teilbereiche;Lektorin / Lektor im Ausland
rom1356;03.03.2011;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachpraxis Didaktik Weitere Teilbereiche;DAAD: Lektorin / Lektor im Ausland
rom1352;24.09.2009;Stellen;Nichtwissenschaftliche Stelle;Sprachenübergreifend;Sprachpraxis Didaktik;DAAD-Lektor/in im Ausland (Frankreich Italien Rumänien Spanien Lateinamerika Algerien etc.)
rom1365;24.02.2010;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Sprachpraxis Didaktik;DAAD vergibt Europäisches Sprachensiegel 2010
rom0105;10.12.2008;Tagungen;Tagungsprogramm;Sprachenübergreifend;Sprachpraxis Didaktik;2. Bremer Symposion Autonomie und Motivation im Fremdsprachenlernen
rom1005;10.02.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachpraxis Didaktik;CfP: Mehrsprachigkeit als Chance - Fünfte internationale Tagung zu Herausforderungen und Potenziale von Mehrsprachigkeit in Schule Hochschule und weitere Bildungsinstitutionen.
rom2999;09.02.2014;Stellen;Stipendium;Sprachenübergreifend;Sprachpraxis Didaktik;Stipendien für Lektorate in Osteuropa und China
rom3691;07.05.2012;Tagungen;Sonstige Veranstaltung;Sprachenübergreifend;Sprachpraxis Didaktik;Workshop Per una didattica a 360°: dal libro al web 2.0 attraverso i multimedia
rom0640;30.01.2013;Tagungen;Sonstige Veranstaltung;Sprachenübergreifend;Sprachpraxis;CfA: Language Fair for European minority language communities
rom2272;28.02.2013;Stellen;Nichtwissenschaftliche Stelle;Sprachenübergreifend;Sprachpraxis;Leiter/-in des Zentrums für Sprachen und Internationales
rom2330;25.02.2010;Stellen;Nichtwissenschaftliche Stelle;Sprachenübergreifend;Sprachpraxis;Lektor/in im Ausland (DAAD)
rom2329;22.09.2011;Stellen;Stipendium;Sprachenübergreifend;Sprachpraxis;Lektor/in im Ausland (DAAD)
rom2952;22.09.2011;Stellen;Stipendium;Sprachenübergreifend;Sprachpraxis;Sprachassistenten/innen an Hochschulen (DAAD)
rom2345;22.03.2012;Stellen;Stipendium;Sprachenübergreifend;Sprachpraxis;Lektorinnen/Lektoren (DAAD)
rom1331;15.09.2010;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachpraxis;Concurso para vaga de Língua Alemã - Universidade de São Paulo
rom2204;11.03.2010;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Sprachpraxis;Lehrkraft für besondere Aufgaben: Leiter/in für das Fremd- und Fachsprachenzentrum
rom1351;10.04.2008;Stellen;Nichtwissenschaftliche Stelle;Sprachenübergreifend;Sprachpraxis;DAAD-Lektorenstellen im Ausland
rom0908;06.10.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Sprachpraxis;CfP: Internationaler Kongress für Wirtschafts- Handels- Finanz- und institutionelle Übersetzung
rom1699;01.06.2011;Stellen;Nichtwissenschaftliche Stelle;Sprachenübergreifend;Sprachpraxis;Geschäftsführerin/Geschäftsführers des Sprachenzentrums
rom3106;29.09.2008;Tagungen;Tagungsprogramm;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;THE COLONIAL MODERN - Internationale Konferenz in Berlin
rom3184;28.01.2013;Stellen;Professur;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;Universitätsprofessor/Universitätsprofessorin für Interkulturelle Kommunikations- und Risikoforschung
rom2802;27.07.2011;Stellen;Stipendium;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;Promovenden-Kurzstipendium Europäische Studien 
rom0617;26.07.2012;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;CfA: Die Grenzen der Narration im Bild (Sektion Bild-Wissen-Technik)
rom3461;26.05.2011;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;Wiss. Assistenz 50% Geschichte Theorien und Methoden der Kulturwissenschaften
rom0033;24.06.2011;Stellen;Stipendium;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;10 Forschungsstip. fuer Doktoranden und 2 Forschungsstip. fuer internationale Postdocs
rom0046;23.10.2010;Stellen;Stipendium;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;10 Promotionsstipendien Art&Science
rom0229;23.06.2011;Stellen;Stipendium;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;5 Doktorandenstipendien im Graduiertenkolleg Geschlecht als Wissenskategorie 
rom2283;21.06.2012;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;Leitung der Nachwuchsgruppe „Kommunikation von Wissen“
rom1181;21.01.2013;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;CfP: Summer School Counterculture and 'Counterconcept'
rom0620;20.09.2011;Weitere Informationen;Allgemeine Mitteilung;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;CfA: Europäische Identität. Essay in Aus Politik und Zeitgeschichte
rom0049;19.05.2011;Stellen;Stipendium;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;10 Promotionsstipendien im Rostocker Department Wissen-Kultur-Transformation
rom0089;18.10.2011;Stellen;Stipendium;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;15 Promotionsstipendien und 2 Postdoktorandenstipendien Graduiertenkolleg Materialität und Produktion (GRK 1678) Düsseldorf
rom2131;18.02.2011;Stellen;Wissenschaftliche Stelle;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;Lehrkraft für besondere Aufgaben (50%) - Medienwissenschaft
rom3092;18.02.2011;Stellen;Stipendium;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;Teilstipendien im Internationalen Promotionsprogramm Advanced Research in Urban Systems 
rom0016;16.01.2014;Stellen;Stipendium;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;1 Promotionsstipendium im Graduiertenkolleg Materialität und Produktion (GRK 1678) Heinrich-Heine-Universität Düsseldorf
rom0162;14.11.2013;Stellen;Stipendium;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;20 Fellowships an junge Führungskräfte und exzellente Hochschulabsolventen aller Fachrichtungen
rom3047;14.04.2011;Tagungen;Tagungsprogramm;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;Tagung: „Das europäische Mittelalter im Geflecht der Welt.  Integrative und desintegrative Effekte von Migrationen“
rom3034;14.03.2008;Weitere Informationen;Studium;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;Summer School Menschen-Bilder / Images of Human Nature
rom0036;14.01.2010;Stellen;Stipendium;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;10 International Research Fellowships (International Research Center for Work and Human Life Cycle in Global History)
rom1021;12.06.2011;Tagungen;Tagungsausschreibung;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;CfP: Nach 50 Jahren: Migration - Mehrsprachigkeit - Bildung
rom1906;09.08.2012;Stellen;Professur;Sprachenübergreifend;Medien-/Kulturwissenschaft Weitere Teilbereiche;Juniorprofessur (W1) AGSHC-Research Lab Transformations of Life
